start
0.0
168.16
272.32
286.4
300.64
312.08
318.36
343.12
353.16
360.12
361.92
363.12
385.72
402.88
425.68
434.56
438.64
443.52
447.84
462.52
466.96
471.48
475.6
492.76
496.16
500.24
507.76
512.4
516.96
522.32
526.84
555.825
586.6
594.96
612.2
630.48
632.6
633.72
636.44
656.96
659.52
669.68
675.08
679.88
681.64
686.28
692.6
702.68
712.76
721.44
727.52
730.16
732.96
738.52
740.76
743.16
745.24
752.32
755.32
757.96
759.4
760.72
761.72
770.32
771.36
778.6
791.12
799.64
801.84
806.36
808.08
813.52
829.4
833.56
837.04
839.96
847.4
852.2
857.28
861.24
865.28
872.4
886.16
891.24
899.88
901.88
903.04
904.96
906.08
909.12
910.56
911.36
912.8
914.88
916.48
920.04
924.96
928.24
931.24
932.64
934.0
935.64
937.4
943.4
945.72
948.24
951.16
953.92
959.72
961.52
963.32
964.96
968.8
972.64
975.16
980.08
983.36
984.96
991.32
1000.68
1009.04
1015.56
1018.8
1026.84
1040.36
1061.28
1073.0
1075.049
1078.72
1083.4
1084.833
1086.921
1094.793
1110.36
1123.96
1135.88
1144.52
1149.44
1150.28
1153.12
1154.44
1155.16
1157.48
1160.72
1162.08
1163.24
1165.12
1166.44
1167.72
1169.88
1171.72
1173.08
1174.56
1178.76
1180.48
1189.64
1192.2
1194.12
1201.88
1210.84
1218.32
1219.2
1220.04
1222.56
1226.76
1231.2
1232.92
1235.96
1241.12
1242.0
1244.92
1250.92
1253.8
1253.8
1258.48
1265.96
1268.92
1270.84
1277.16
1284.36
1292.641
1297.937
1300.729
1302.993
1306.329
1310.897
1314.537
1319.945
1323.313
1324.265
1329.665
1384.88
1397.8
1440.16
1447.0
1452.68
1457.88
1482.617
1492.04
1515.56
1525.36
1528.68
1532.04
1533.4
1534.76
1540.24
1545.28
1549.68
1556.48
1576.36
1580.16
1588.48
1594.44
1599.28
1619.16
1623.36
1628.08
1634.2
1643.48
1645.6
1658.6
1661.24
1667.56
1681.92
1683.84
1685.88
1690.2
1692.56
1735.52
1739.6
1744.88
1759.24
1796.48
1845.6
1856.44
1871.88
1898.48
1901.76
1907.4
1915.88
1951.52
1952.64
1966.84
1978.52
1984.56
1990.4
1993.56
1998.88
2001.56
2002.96
2004.88
2005.52
2013.753
2017.257
2020.385
2025.08
2029.04
2038.049
2041.961
2045.409
2049.617
2073.329
2083.2
2089.72
2103.377
2105.793
2107.369
2111.457
2113.001
2115.825
2127.481
2131.737
2135.753
2137.201
2138.625
2142.465
2146.233
2147.753
2150.68
2166.56
2193.24
2217.76
2256.92
2261.56
2266.12
2279.36
2281.36
2286.8
2306.56
2309.04
2310.52
2312.12
2315.36
2359.64
2367.96
2375.44
2386.8
2396.76
2398.8
2398.8
2405.96
2421.24
2423.12
2431.16
2434.36
2441.36
2442.96
2446.0
2447.52
2449.12
2449.12
2451.28
2455.4
2461.12
2463.92
2476.96
2488.68
2499.28
2505.24
2509.04
2511.76
2516.84
2583.113
2600.92
2611.64
2618.84
2660.4
2666.2
2667.92
2669.28
2670.68
2678.8
2681.12
2684.92
2686.72
2687.52
2689.08
2691.24
2692.72
2693.68
2699.68
2701.36
2702.52
2703.36
2704.52
2706.28
2706.96
2708.4
2709.2
2710.8
2712.24
2715.36
2723.08
2727.0
2735.121
2744.105
2761.84
2766.649
2780.6
2782.36
2783.44
2789.56
2791.28
2797.72
2808.561
2812.84
2818.32
2821.2
2823.36
2826.305
2831.041
2856.32
2856.32
2865.48
2876.32
2878.04
2881.32
2889.12
2896.32
2901.177
2908.28
2914.36
2919.425
2921.6
2930.0
2938.2
2940.08
2965.113
2970.593
2976.8
3001.88
3013.2
3027.92
3041.52
3059.88
3073.8
3094.0
3125.72
3140.76
3156.0
3164.68
3171.32
3225.64
3231.56
3235.04
3251.88
3267.84
3276.6
3294.08
3297.64
3302.48
3305.84
3307.8
3309.48
3314.92
3316.84
3323.64
3327.4
3328.76
3329.68
3330.68
3334.72
3348.2
3358.6
3360.36
3369.4
3397.76
3403.36
3410.64
3413.68
3416.68
3418.08
3438.48
3443.16
3445.52
3449.28
3455.04
3458.68
3477.96
3487.88
3490.36
3500.84
3504.28
3507.48
3509.36
3511.92
3516.04
3519.92
3526.0
3535.92
3543.12
3544.28
3546.24
3548.12
3549.76
3552.16
3554.32
3556.24
3558.16
3563.96
3567.64
3578.48
3587.169
3593.56
3639.52
3643.24
3645.28
3645.96
3647.04
3652.68
3653.88
3655.68
3656.24
3657.76
3661.4
3662.68
3680.4
3683.04
3692.92
3694.52
3700.68
3752.16
3754.44
3756.8
3764.04
3772.76
3775.0
3776.44
3777.8
3785.52
3806.12
3817.96
3832.48
3844.88
3850.52
3857.08
3860.12
3863.64
3868.48
3872.0
3880.12
3881.52
3882.88
3884.16
3886.12
3887.48
3888.6
3894.0
3894.88
3896.36
3897.92
3900.32
3905.16
3911.88
3938.48
3941.52
3947.04
3950.24
3952.56
3958.12
3960.04
3962.96
3966.36
3974.72
3986.4
3992.64
3994.84
4000.96
4004.48
4020.657
4031.24
4033.84
4038.76
4043.48
4054.68
4056.96
4063.36
4065.8
4069.16
4070.52
4071.6
4072.96
4075.2
4076.08
4078.52
4089.16
4112.08
4117.4
4124.12
4135.04
4138.6
4160.0
4163.36
4190.08
4195.32
4213.273
4310.185
4342.985
4374.28
4378.92
4391.2
4408.6
4431.48
4435.56
4488.0
4504.12
4507.68
4544.4
4555.04
4559.4
4561.64
4563.48
4566.96
4571.76
4588.68
4597.8
4604.76
4614.56
4629.12
4645.04
4658.96
4681.28
4689.12
4708.44
4713.88
4737.28
4742.36
4749.48
4762.073
4764.521
4768.081
4771.073
4772.801
4774.889
4776.273
4782.625
4800.68
4818.84
4830.44
4832.88
4837.8
4839.52
4841.04
4844.08
4850.08
4871.08
4873.4
4875.48
4884.16
4889.64
4897.52
4900.52
4902.64
4917.04
4922.76
4935.48
4943.56
4951.24
4973.64
4982.24
4989.24
5014.52
5031.8
5044.04
5047.905
5053.345
5058.865
5064.64
5066.72
5074.24
5084.68
5087.12
5090.16
5091.44
5092.88
5099.76
5118.72
5123.32
5141.4
5144.92
5162.04
5163.96
5166.84
5168.56
5171.16
5177.48
5178.84
5181.48
5182.76
5193.16
5198.04
5207.92
5237.84
5242.44
5253.12
5257.4
5263.24
5272.6
5278.88
5290.48
5292.16
5298.56
5307.28
5318.2
5327.08
5349.2
5368.12
5381.84
5387.56
5390.32
5399.72
5401.96
5404.28
5409.4
5411.44
5414.44
5417.56
5422.92
5430.04
5445.92
5463.8
5474.08
5481.52
5488.76
5508.12
5520.56
5548.64
5561.04
5565.4
5569.44
5574.04
5579.32
5581.6
5598.16
5601.8
5605.12
5609.12
5630.08
5651.577
5662.72
5679.72
5689.48
5706.64
5720.12
5728.76
5737.08
5756.48
5772.8
5779.36
5786.0
5790.6
5798.92
5804.52
5810.88
5815.08
5824.8
5836.32
5841.68
5847.32
5850.6
5853.64
5863.04
5870.0
5877.44
5884.36
5894.4
5900.48
5906.72
5908.96
5922.4
5939.04
5940.68
5945.16
5950.52
5962.56
5967.92
5973.44
5980.24
6012.28
6015.48
6036.84
6041.8
6045.72
6078.32
6088.08
6106.84
6134.76
6141.2
6153.76
6190.08
6200.2
6202.4
6205.52
6207.24
6228.56
6232.32
6238.12
6245.6
6284.64
6288.04
6299.04
6302.16
6304.0
6311.44
6339.08
6343.28
6355.28
6359.4
6391.16
6405.92
6412.0
6418.12
6441.76
6462.4
6466.56
6474.16
6512.08
6515.8
6518.08
6521.24
6525.64
6533.84
6536.4
6543.84
6551.36
6554.48
6560.6
6565.4
6567.48
6575.72
6580.12
6582.16
6584.56
6599.48
6613.76
6622.52
6629.64
6632.48
6652.16
6658.84
6670.48
6671.96
6676.36
6684.76
6693.04
6696.36
6709.08
6711.92
6715.88
6720.92
6724.36
6727.44
6729.64
6732.36
6739.28
6746.2
6754.76
6760.0
6765.96
6771.32
6778.32
6786.88
6800.64
6807.36
6813.68
6839.16
6844.04
6855.56
6919.32
6944.96
6952.24
6961.64
6965.76
6968.4
6974.76
6977.84
6979.4
6980.92
6986.0
6987.96
6991.8
6993.2
7004.4
7005.96
7008.08
7013.08
7022.08
7082.12
