onset	duration	text	kommentar	loc_besch	w_class	function	grammar
777.523	0.8	lassen			VVFIN		
778.323	0.2	ihn			PPER		
778.523	0.2	durch			PTKVZ		
778.723	0.3	und			KON		
779.023	0.2	sehen			VVFIN		
779.223	0.1	ihm			PPER		
779.323	0.2	nach			PTKVZ		
779.523	3.9	Forrest		mname	NE		
783.423	0.2	geht			VVFIN		
783.623	0.3	weiter			PTKVZ		
783.923	8.2	im			APPRART		
792.123	0.4	Fernseher		setting_new		NN	
792.523	0.5	Ronald			###		
793.023	0.3	Reagan		mname	NE		
793.323	0.1	geht			VVFIN		
793.423	0.1	zu			APPR		
793.523	0.3	seinem			PPOSAT		
793.823	0.1	Wagen		setting_new		NN	
793.923	3.9	der			ART		
797.823	0.3	Schütze		male	NN		
798.123	0.2	wird			VAFIN		
798.323	0.4	überwältigt			VVPP		
798.723	5.7	Bei			APPR		
804.423	0.5	Forrest		setting_rec		NE	
804.923	0.2	Louis		fname	NE		
832.223	8.5	sie			PPER		
840.723	0.3	zeigt			VVFIN		
841.023	0.2	über			APPR		
841.223	0.1	die			ART		
841.323	0.3	Straße		geo	NN		
841.623	2.2	der			PDS		
843.823	0.1	nimmt			VVFIN		
843.923	0.1	ihr			PPER		
844.023	0.2	den			ART		
844.223	0.1	Brief		object	NN		
844.323	0.2	ab			PTKVZ		
844.523	0.3	und			KON		
844.823	0.2	rennt			VVFIN		
845.023	0.1	mit			APPR		
845.123	0.7	Pralinenschachtel		object	NN		
845.823	0.2	und			KON		
846.023	0.2	Koffer		object	NN		
846.223	2.0	auf			APPR		
848.223	0.2	die			ART		
848.423	0.3	Straße		geo	NN		
848.723	4.1	Forrest		mname	NE		
852.823	0.2	hetzt			VVFIN		
853.023	0.3	weiter			PTKVZ		
853.323	3.6	Jenny		fname	NE		
856.923	0.3	öffnet			VVFIN		
857.223	0.2	ihre			PPOSAT		
857.423	0.6	Wohnungstür		setting_new		NN	
858.023	4.7	sie			PPER		
862.723	0.4	umarmt			VVFIN		
863.123	0.1	ihn			PPER		
863.223	7.1	Jenny		fname	NE		
870.323	0.2	hat			VAFIN		
870.523	0.2	eine			ART		
870.723	0.3	nackenlange			ADJA		
871.023	0.7	Föhnfrisur		head	NN		
871.723	9.4	sie			PPER		
881.123	0.3	trägt			VVFIN		
881.423	0.1	noch			ADV		
881.523	0.1	ihr			PPOSAT		
881.623	0.8	türkisfarbenes			ADJA		
882.423	0.8	Kellnerinnenkleid		body	NN		
883.223	2.2	Forrest		mname	NE		
885.423	0.1	gib			VVFIN		
885.523	0.1	ihr			PPER		
885.623	0.1	die			ART		
885.723	0.4	Schachtel		object	NN		
892.223	7.6	auf			APPR		
899.823	0.2	dem			ART		
900.023	0.2	Cover		object	NN		
900.223	1.3	von			APPR		
901.523	0.7	Runnersworld			NE		
902.223	0.1	und			KON		
902.323	0.2	vom			APPRART		
902.523	0.3	National			###		
902.823	0.2	Enquirer			NE		
903.023	5.5	Jenny		fname	NE		
908.523	0.2	schaut			VVFIN		
908.723	0.2	ins			APPRART		
908.923	0.3	Album		object	NN		
909.223	0.6	Forrest		mname	NE		
909.823	0.4	betrachtet			VVFIN		
910.223	0.2	sie			PPER		
910.423	3.1	sie			PPER		
913.523	0.2	klappt			VVFIN		
913.723	0.1	das			ART		
913.823	0.3	Album		object	NN		
914.123	0.2	zu			PTKVZ		
914.323	20.4	eine			ART		
934.723	0.2	Frau		female	NN		
934.923	0.3	bringt			VVFIN		
935.223	0.2	einen			ART		
935.423	0.1	Jungen		male	NN		
935.523	3.5	sie			PPER		
939.023	0.2	hebt			VVFIN		
939.223	0.2	ihn			PPER		
939.423	0.2	hoch			PTKVZ		
939.623	10.5	sie			PPER		
950.123	0.2	geht			VVFIN		
950.323	0.1	mit			APPR		
950.423	0.2	den			ART		
950.623	0.2	blonden			ADJA		
950.823	0.4	Jungen		male	NN		
951.223	0.1	auf			APPR		
951.323	0.1	dem			ART		
951.423	0.3	Arm		bodypart	NN		
951.723	0.2	zu			APPR		
951.923	0.2	Forrest		mname	NN		
952.123	10.0	er			PPER		
962.123	0.1	läuft			VVFIN		
962.223	0.3	ins			APPRART		
962.523	0.2	Kinderzimmer	roomgeo	locale	NN		
962.723	22.3	er#starrt			VVFIN		
985.023	0.5	weiter			ADV		
985.523	0.1	zu			APPR		
985.623	0.2	dem			ART		
985.823	0.2	Jungen		male	NN		
991.323	0.7	verstört			ADJD		
992.023	0.3	weicht			VVFIN		
992.323	0.1	er			PPER		
992.423	0.1	zurück			PTKVZ		
992.523	0.4	und			KON		
992.923	1.3	senkt			VVFIN		
994.223	0.6	verschämt			ADJD		
994.823	0.2	den			ART		
995.023	0.2	Blick			NN		
995.223	3.9	er			PPER		
999.123	0.2	steht			VVFIN		
999.323	0.4	unruhig			ADJD		
999.723	0.1	auf			APPR		
999.823	0.1	der			ART		
999.923	0.3	Stelle			NN		
1000.223	4.3	sie			PPER		
1004.523	0.2	nimmt			VVFIN		
1004.723	0.2	seine			PPOSAT		
1004.923	0.3	Hand		bodypart	NN		
1005.223	6.1	er			PPER		
1011.323	0.5	beobachtet			VVFIN		
1011.823	0.3	seinen			PPOSAT		
1012.123	0.2	Sohn		male	NN		
1012.323	0.2	der			ART		
1012.523	0.8	Sesamstraße			NE		
1013.323	0.2	guckt			VVPP		
1013.523	23.9	sein			PPOSAT		
1037.423	0.3	Blick#geht	###		VVFIN		
1037.723	0.2	zwischen			APPR		
1037.923	0.3	ihr			PPER		
1038.223	0.2	und			KON		
1038.423	0.5	Forrest		mname	###		
1038.923	0.4	Junior		mname	NE		
1039.323	0.2	hin			ADV		
1039.523	0.2	und			KON		
1039.723	0.1	her			ADV		
1044.823	4.5	unsicher			ADJD		
1049.323	0.2	geht			VVFIN		
1049.523	0.5	Forrest		mname	NE		
1050.023	0.1	zu			APPR		
1050.123	0.2	seinem			PPOSAT		
1050.323	0.1	Sohn		male	NN		
1050.423	0.6	der			ART		
1051.023	0.1	auf			APPR		
1051.123	0.1	dem			ART		
1051.223	0.1	Boden		roomgeo	NN		
1051.323	0.3	auf			APPR		
1051.623	0.2	einem			ART		
1051.823	0.2	Kissen		object	NN		
1052.023	0.4	sitzt			VVFIN		
1052.423	7.4	Forrest#setzt	###		VVFIN		
1059.823	0.1	sich			PRF		
1059.923	0.6	neben			APPR		
1060.523	0.2	ihn			PPER		
1066.823	0.6	Jenny		fname	NE		
1067.423	0.6	beobachtet			VVFIN		
1068.023	0.1	die			ART		
1068.123	0.4	beiden			PIS		
1068.523	0.4	gerührt			VVPP		
