onset	duration	rms	lrdiff
3.08	0.04	0.18890957	-0.01523392
3.12	0.04	0.15849880	-0.01490227
3.16	0.04	0.14628533	-0.01637979
3.20	0.04	0.21707373	-0.01165898
3.24	0.04	0.42107285	0.00066237
3.28	0.04	0.61719172	0.00198005
3.32	0.04	0.55694983	0.00597678
3.36	0.04	0.62759729	0.00093007
3.40	0.04	0.46444081	0.00646470
3.44	0.04	0.18092815	0.00314995
3.48	0.04	0.28252853	0.00099596
3.52	0.04	0.38365678	0.00084670
3.56	0.04	0.36897895	-0.00010745
3.60	0.04	0.39898335	0.00039934
3.64	0.04	0.40200198	-0.00004131
3.68	0.04	0.35600887	0.00011835
3.72	0.04	0.26204221	-0.00027681
3.76	0.04	0.06880640	0.00148774
3.80	0.04	0.04216959	0.00172386
3.84	0.04	0.04374709	0.00209422
3.88	0.04	0.03677100	0.00188824
3.92	0.04	0.03631551	0.00050913
3.96	0.04	0.03803877	0.00103527
4.00	0.04	0.03603037	0.00110613
4.04	0.04	0.05229214	0.00548329
4.08	0.04	0.05680242	0.00336404
4.12	0.04	0.05602587	0.00285301
4.16	0.04	0.06413283	0.00225727
4.20	0.04	0.17715012	-0.00052444
4.24	0.04	0.28614321	0.00060145
4.28	0.04	0.33033259	0.00245779
4.32	0.04	0.38028798	0.00098841
4.36	0.04	0.39021825	0.00031224
4.40	0.04	0.32289112	0.00078870
4.44	0.04	0.32730316	0.00042979
4.48	0.04	0.33104988	0.00074899
4.52	0.04	0.31437776	0.00628300
4.56	0.04	0.27086214	0.00029911
4.60	0.04	0.15936240	0.00087593
4.64	0.04	0.11196425	-0.00024067
4.68	0.04	0.11116116	0.00040276
4.72	0.04	0.08374567	0.00058353
4.76	0.04	0.05994123	0.00258988
4.80	0.04	0.05094594	0.00099419
4.84	0.04	0.06325543	0.00068483
4.88	0.04	0.05272056	0.00203041
4.92	0.04	0.04911776	0.00207142
4.96	0.04	0.04821627	0.00300539
5.00	0.04	0.04804073	0.00534312
5.04	0.04	0.05190542	0.00193430
5.08	0.04	0.05446407	0.00492187
5.12	0.04	0.05684791	-0.00153389
5.16	0.04	0.05408077	0.00142297
5.20	0.04	0.04340531	-0.00032130
5.24	0.04	0.05088197	0.00214361
5.28	0.04	0.09931809	0.00281452
5.32	0.04	0.16170080	0.00052082
5.36	0.04	0.23146245	0.00353090
5.40	0.04	0.22620746	0.00369186
5.44	0.04	0.21801427	0.00298133
5.48	0.04	0.22147104	0.00442725
5.52	0.04	0.17673469	0.00102424
5.56	0.04	0.12534852	0.00375478
5.60	0.04	0.07200183	0.00029557
5.64	0.04	0.06206817	0.00275440
5.68	0.04	0.04862411	-0.00122000
5.72	0.04	0.04238229	-0.00032534
5.76	0.04	0.08471085	0.00025441
5.80	0.04	0.04912644	0.00188088
5.84	0.04	0.05558573	-0.00713680
5.88	0.04	0.04619392	-0.00373560
5.92	0.04	0.03921530	-0.00319547
5.96	0.04	0.03581824	-0.00283439
6.00	0.04	0.04374220	-0.00383039
6.04	0.04	0.04165949	-0.00502927
6.08	0.04	0.05599542	-0.00049726
6.12	0.04	0.05226641	-0.00237098
6.16	0.04	0.04460289	-0.00374394
6.20	0.04	0.04029532	-0.00646440
6.24	0.04	0.04088900	-0.00593657
6.28	0.04	0.03764198	-0.00548158
6.32	0.04	0.03769087	-0.00430986
6.36	0.04	0.03925712	-0.00544880
6.40	0.04	0.03764370	-0.00510551
6.44	0.04	0.03756107	-0.00761936
6.48	0.04	0.03196112	-0.00943855
6.52	0.04	0.03346710	-0.01055311
6.56	0.04	0.12239936	0.03850183
6.60	0.04	0.26420405	0.04529557
6.64	0.04	0.17287602	-0.03528931
6.68	0.04	0.14098325	-0.03292399
6.72	0.04	0.12086593	-0.02364185
6.76	0.04	0.11482886	-0.01949286
6.80	0.04	0.13680556	-0.03723577
6.84	0.04	0.14913995	-0.04567339
6.88	0.04	0.14165872	-0.04014601
6.92	0.04	0.11026666	-0.02688275
6.96	0.04	0.09431700	-0.01516736
7.00	0.04	0.08378328	-0.00306493
7.04	0.04	0.07333336	-0.00916152
7.08	0.04	0.07539770	-0.01111838
7.12	0.04	0.06799755	-0.01040104
7.16	0.04	0.06533506	-0.00892105
7.20	0.04	0.06523184	-0.00691375
7.24	0.04	0.05692026	-0.00512235
7.28	0.04	0.04216293	-0.00253961
7.32	0.04	0.32031212	0.00153839
7.36	0.04	0.32400779	0.00021130
7.40	0.04	0.15670384	-0.00081023
7.44	0.04	0.07239870	-0.00083513
7.48	0.04	0.02207308	-0.00065950
7.52	0.04	0.05428245	0.00015995
7.56	0.04	0.14609655	0.00118872
7.60	0.04	0.24132219	-0.00131405
7.64	0.04	0.02340459	0.00064824
7.68	0.04	0.09657091	0.00050541
7.72	0.04	0.09841694	0.00007112
7.76	0.04	0.40218085	-0.00028979
7.80	0.04	0.44401042	0.00151289
7.84	0.04	0.40945137	0.00095854
7.88	0.04	0.21493550	0.00014899
7.92	0.04	0.31682813	-0.00003118
7.96	0.04	0.37986154	0.00006716
8.00	0.04	0.18238813	-0.00023984
8.04	0.04	0.11741046	0.00028420
8.08	0.04	0.09173456	0.00177154
8.12	0.04	0.03396618	0.00061291
8.16	0.04	0.05207212	0.00021982
8.20	0.04	0.21594090	-0.00014635
8.24	0.04	0.13651420	-0.00091210
8.28	0.04	0.04850285	0.00024025
8.32	0.04	0.03455641	0.00001059
8.36	0.04	0.05789314	0.00015969
8.40	0.04	0.24847471	0.00045506
8.44	0.04	0.12153290	0.00010998
8.48	0.04	0.05522378	-0.00000774
8.52	0.04	0.04833393	-0.00007978
8.56	0.04	0.23832876	-0.00003648
8.60	0.04	0.36899716	0.00054945
8.64	0.04	0.04661767	-0.00016694
8.68	0.04	0.04288039	0.01809680
8.72	0.04	0.05119470	-0.00475850
8.76	0.04	0.04260946	-0.01142665
8.80	0.04	0.05890291	-0.01131238
8.84	0.04	0.06083850	-0.01348797
8.88	0.04	0.07158351	-0.00645381
8.92	0.04	0.06441854	-0.01105319
8.96	0.04	0.17139576	0.02946642
9.00	0.04	0.11964007	-0.02439453
9.04	0.04	0.07022405	-0.01653176
9.08	0.04	0.05578730	-0.01212117
9.12	0.04	0.05650255	-0.00905946
9.16	0.04	0.06824718	-0.01878630
9.20	0.04	0.06519482	-0.01763488
9.24	0.04	0.06785472	-0.02155443
9.28	0.04	0.06528637	-0.01773151
9.32	0.04	0.05126439	-0.01124996
9.36	0.04	0.05416797	-0.00368685
9.40	0.04	0.05500138	-0.01112329
9.44	0.04	0.05245167	-0.01344206
9.48	0.04	0.04979508	-0.01270697
9.52	0.04	0.05086698	-0.00788671
9.56	0.04	0.05385221	-0.00041132
9.60	0.04	0.04596794	0.00442294
9.64	0.04	0.03396299	-0.00500023
9.68	0.04	0.03099506	-0.00703640
9.72	0.04	0.02838908	-0.00658775
9.76	0.04	0.02528226	-0.00538807
9.80	0.04	0.02018513	-0.00379733
9.84	0.04	0.01652993	-0.00202982
9.88	0.04	0.01402463	-0.00178277
9.92	0.04	0.01418388	-0.00182529
9.96	0.04	0.01239701	-0.00024088
10.00	0.04	0.01195958	0.00042663
10.04	0.04	0.00952175	-0.00113613
10.08	0.04	0.05615258	-0.00037461
10.12	0.04	0.17135229	0.00096639
10.16	0.04	0.11510635	0.00144146
10.20	0.04	0.04533228	-0.00029966
10.24	0.04	0.02198257	-0.00008380
10.28	0.04	0.10430299	0.00047500
10.32	0.04	0.31491264	0.00057857
10.36	0.04	0.18224444	0.00031260
10.40	0.04	0.09492565	0.00013924
10.44	0.04	0.24983039	0.00155331
10.48	0.04	0.26299267	0.00073064
10.52	0.04	0.21048958	0.00050738
10.56	0.04	0.12811361	0.00041371
10.60	0.04	0.12322453	0.00012201
10.64	0.04	0.07515382	0.00036639
10.68	0.04	0.05578858	-0.00012935
10.72	0.04	0.03476220	0.00262802
10.76	0.04	0.01767506	0.00267737
10.80	0.04	0.01665182	0.00192597
10.84	0.04	0.02384341	0.00689003
10.88	0.04	0.02153867	0.00271327
10.92	0.04	0.02885277	0.00786031
10.96	0.04	0.02830071	0.00475984
11.00	0.04	0.08079913	0.03792439
11.04	0.04	0.09560518	0.02166615
11.08	0.04	0.06581787	-0.01198642
11.12	0.04	0.05381733	-0.00358522
11.16	0.04	0.05355109	0.00037194
11.20	0.04	0.05369972	0.00242515
11.24	0.04	0.05239751	0.00349058
11.28	0.04	0.07773217	-0.02039319
11.32	0.04	0.13987163	0.04409384
11.36	0.04	0.08295692	0.00197134
11.40	0.04	0.06028883	-0.00788538
11.44	0.04	0.05951782	-0.00455822
11.48	0.04	0.06301708	-0.01359810
11.52	0.04	0.06165047	-0.00926542
11.56	0.04	0.05398970	-0.00883239
11.60	0.04	0.05535676	-0.01056256
11.64	0.04	0.05982657	-0.00594146
11.68	0.04	0.06569948	-0.00255988
11.72	0.04	0.06564861	-0.00197899
11.76	0.04	0.06157096	-0.00328548
11.80	0.04	0.04911871	-0.00862480
11.84	0.04	0.05080273	-0.00905923
11.88	0.04	0.06713180	-0.00013734
11.92	0.04	0.08549789	0.02025034
11.96	0.04	0.05808923	-0.00063138
12.00	0.04	0.05032066	-0.00305639
12.04	0.04	0.04512000	-0.00423025
12.08	0.04	0.04393197	-0.00519255
12.12	0.04	0.04423154	-0.00457050
12.16	0.04	0.04622989	0.00015883
12.20	0.04	0.07039824	0.01664990
12.24	0.04	0.05652181	0.01121973
12.28	0.04	0.05215059	0.00591697
12.32	0.04	0.06154301	0.00842827
12.36	0.04	0.07096285	0.01140205
12.40	0.04	0.06062669	0.01176370
12.44	0.04	0.05440864	0.00507997
12.48	0.04	0.08653785	0.03067043
12.52	0.04	0.08069723	0.02557009
12.56	0.04	0.04950779	0.00405396
12.60	0.04	0.04650398	0.00260263
12.64	0.04	0.04410518	0.00180464
12.68	0.04	0.04220958	0.00241677
12.72	0.04	0.04424177	0.00243151
12.76	0.04	0.04211083	0.00150538
12.80	0.04	0.13182818	0.05850166
12.84	0.04	0.06617311	0.01895233
12.88	0.04	0.04021650	0.00183111
12.92	0.04	0.03379847	0.00147907
12.96	0.04	0.03379802	0.00182416
13.00	0.04	0.03129180	0.00200114
13.04	0.04	0.03687987	0.00590725
13.08	0.04	0.07305838	0.02603006
13.12	0.04	0.04462269	0.00833971
13.16	0.04	0.03094089	0.00332422
13.20	0.04	0.03234690	0.00188218
13.24	0.04	0.03370878	0.00202372
13.28	0.04	0.03406089	0.00177338
13.32	0.04	0.04121207	0.01234469
13.36	0.04	0.10643720	0.04244540
13.40	0.04	0.10905822	0.01625306
13.44	0.04	0.08717341	-0.01202086
13.48	0.04	0.06768586	-0.00582638
13.52	0.04	0.07670380	-0.00899520
13.56	0.04	0.07203540	-0.00373229
13.60	0.04	0.06945844	-0.00928324
13.64	0.04	0.06310488	-0.00449679
13.68	0.04	0.17410192	0.02892205
13.72	0.04	0.08617214	-0.00358004
13.76	0.04	0.05525246	-0.00560076
13.80	0.04	0.07753061	-0.01972792
13.84	0.04	0.06692380	-0.01885137
13.88	0.04	0.07388570	-0.02010691
13.92	0.04	0.06768457	-0.01713111
13.96	0.04	0.06076807	-0.00779870
14.00	0.04	0.05197448	0.00215725
14.04	0.04	0.06038625	-0.01119827
14.08	0.04	0.06527309	-0.01267356
14.12	0.04	0.05893491	-0.01097111
14.16	0.04	0.05619013	-0.01275543
14.20	0.04	0.04947370	-0.01257296
14.24	0.04	0.04848172	0.00203237
14.28	0.04	0.08710249	0.02599257
14.32	0.04	0.05957901	-0.00264842
14.36	0.04	0.05021968	-0.00942373
14.40	0.04	0.04797029	-0.01022444
14.44	0.04	0.04409218	-0.01097022
14.48	0.04	0.03355025	-0.00193559
14.52	0.04	0.04743176	0.00643347
14.56	0.04	0.05334458	0.00653610
14.60	0.04	0.05324103	0.00124098
14.64	0.04	0.05041189	0.00143935
14.68	0.04	0.07417398	0.02611012
14.72	0.04	0.08953943	0.02945015
14.76	0.04	0.04078140	0.00863052
14.80	0.04	0.03933969	0.00379942
14.84	0.04	0.09886574	0.03647968
14.88	0.04	0.05642933	0.00959943
14.92	0.04	0.04628240	0.00767100
14.96	0.04	0.03861939	0.00165638
15.00	0.04	0.04168944	0.00905228
15.04	0.04	0.03771406	0.00474481
15.08	0.04	0.03530997	0.00067962
15.12	0.04	0.14251918	0.06845279
15.16	0.04	0.11956729	0.01492691
15.20	0.04	0.06227443	0.00568753
15.24	0.04	0.04539250	-0.00346572
15.28	0.04	0.04199551	-0.00137130
15.32	0.04	0.04641784	0.00329964
15.36	0.04	0.04359849	0.00051550
15.40	0.04	0.04463314	0.00545889
15.44	0.04	0.08872103	0.01215600
15.48	0.04	0.09064185	0.00088113
15.52	0.04	0.07938013	-0.01018169
15.56	0.04	0.07102275	-0.01417750
15.60	0.04	0.07021340	-0.00388031
15.64	0.04	0.05944315	-0.01725011
15.68	0.04	0.05113637	-0.01393246
15.72	0.04	0.16196717	0.05635544
15.76	0.04	0.07449129	0.00942743
15.80	0.04	0.10467572	0.02767734
15.84	0.04	0.06230177	0.00328198
15.88	0.04	0.05703586	-0.01117346
15.92	0.04	0.06972599	0.00041203
15.96	0.04	0.05635005	-0.00705279
16.00	0.04	0.13697483	0.02745596
16.04	0.04	0.12429361	0.04035673
16.08	0.04	0.07268427	-0.00902049
16.12	0.04	0.06842031	-0.01768244
16.16	0.04	0.06939736	-0.01119454
16.20	0.04	0.06224132	-0.02002423
16.24	0.04	0.06765223	-0.00805364
16.28	0.04	0.10579652	-0.02133391
16.32	0.04	0.09907010	-0.02230635
16.36	0.04	0.08770782	-0.02784579
16.40	0.04	0.13020812	-0.06033941
16.44	0.04	0.16065229	-0.08136958
16.48	0.04	0.14950635	-0.07493887
16.52	0.04	0.13134686	-0.06351521
16.56	0.04	0.23071148	-0.10686956
16.60	0.04	0.22203889	-0.07838620
16.64	0.04	0.11958096	-0.04232943
16.68	0.04	0.12229838	-0.05176330
16.72	0.04	0.05397813	-0.00890361
16.76	0.04	0.03938216	-0.00338878
16.80	0.04	0.07111991	-0.01531834
16.84	0.04	0.06138589	-0.01841228
16.88	0.04	0.18320786	-0.07409140
16.92	0.04	0.13810718	-0.05829114
16.96	0.04	0.12225958	-0.05195529
17.00	0.04	0.12637356	-0.05517381
17.04	0.04	0.12780784	-0.02118285
17.08	0.04	0.11039671	-0.03759835
17.12	0.04	0.09139256	-0.03321395
17.16	0.04	0.14837293	-0.04449757
17.20	0.04	0.14979565	-0.06334421
17.24	0.04	0.12859403	-0.05043074
17.28	0.04	0.04460462	-0.00305425
17.32	0.04	0.04109990	-0.00280980
17.36	0.04	0.04402351	-0.00258951
17.40	0.04	0.04094114	0.00189293
17.44	0.04	0.05863593	-0.01135880
17.48	0.04	0.14855709	0.03786145
17.52	0.04	0.08740514	-0.02478721
17.56	0.04	0.08340287	-0.03078849
17.60	0.04	0.10697400	-0.04037088
17.64	0.04	0.10521025	-0.04388657
17.68	0.04	0.12201954	-0.05169278
17.72	0.04	0.14597062	-0.06521969
17.76	0.04	0.16617173	-0.03928064
17.80	0.04	0.12274434	-0.04441607
17.84	0.04	0.12840852	-0.05346513
17.88	0.04	0.12836688	-0.04833222
17.92	0.04	0.13753880	-0.06060448
17.96	0.04	0.12584772	-0.05365500
18.00	0.04	0.08507759	-0.02667998
18.04	0.04	0.16490442	-0.06335143
18.08	0.04	0.22413985	-0.09683420
18.12	0.04	0.17243941	-0.07673653
18.16	0.04	0.15599166	-0.07124891
18.20	0.04	0.21033789	-0.09675767
18.24	0.04	0.19865331	-0.09308817
18.28	0.04	0.16686995	-0.07894333
18.32	0.04	0.23054384	-0.07070576
18.36	0.04	0.21704601	-0.06922394
18.40	0.04	0.18855936	-0.08700002
18.44	0.04	0.14005459	-0.06183460
18.48	0.04	0.09669988	-0.03338359
18.52	0.04	0.08812321	-0.03442877
18.56	0.04	0.07303654	-0.02690555
18.60	0.04	0.05622410	-0.01423146
18.64	0.04	0.04077848	-0.00186078
18.68	0.04	0.04875475	-0.01148509
18.72	0.04	0.06177429	-0.01894799
18.76	0.04	0.06203530	-0.01722601
18.80	0.04	0.05695870	-0.01435483
18.84	0.04	0.05928259	-0.00493906
18.88	0.04	0.04860240	-0.00017797
18.92	0.04	0.07435563	0.00861082
18.96	0.04	0.07234125	-0.00538106
19.00	0.04	0.05840598	-0.01288981
19.04	0.04	0.05464696	-0.01026467
19.08	0.04	0.04929655	-0.01017903
19.12	0.04	0.04363794	-0.00169019
19.16	0.04	0.03832978	-0.00318514
19.20	0.04	0.04422453	-0.00561104
19.24	0.04	0.05350492	0.00000766
19.28	0.04	0.05062191	-0.00519373
19.32	0.04	0.05016870	-0.00186952
19.36	0.04	0.04703397	0.00015940
19.40	0.04	0.04756395	0.00450132
19.44	0.04	0.04567852	-0.00074069
19.48	0.04	0.09262499	0.02874770
19.52	0.04	0.05999085	0.00418921
19.56	0.04	0.04563183	-0.00296270
19.60	0.04	0.06135446	0.00156791
19.64	0.04	0.04698104	-0.00241430
19.68	0.04	0.04332365	-0.00329302
19.72	0.04	0.04401952	-0.00352128
19.76	0.04	0.04417118	-0.00275216
19.80	0.04	0.10678434	0.04513444
19.84	0.04	0.05340945	0.01001614
19.88	0.04	0.04994738	-0.00762879
19.92	0.04	0.05289324	-0.00952198
19.96	0.04	0.05429027	-0.01105779
20.00	0.04	0.05466916	-0.01404305
20.04	0.04	0.04922707	-0.00634365
20.08	0.04	0.10583213	-0.03276313
20.12	0.04	0.10880004	-0.03612861
20.16	0.04	0.07740425	-0.02496299
20.20	0.04	0.07152974	-0.02233767
20.24	0.04	0.13997512	-0.02403455
20.28	0.04	0.25751869	-0.02609509
20.32	0.04	0.19413760	-0.00484645
20.36	0.04	0.19376687	0.00204234
20.40	0.04	0.06460504	-0.00125645
20.44	0.04	0.04322828	-0.00091817
20.48	0.04	0.09189658	-0.00240233
20.52	0.04	0.11960549	-0.00409797
20.56	0.04	0.19430996	-0.00759056
20.60	0.04	0.18169438	-0.00453202
20.64	0.04	0.18893181	-0.01447344
20.68	0.04	0.22989283	-0.02054899
20.72	0.04	0.20958360	-0.03446232
20.76	0.04	0.18951593	-0.04325805
20.80	0.04	0.12363646	-0.04343240
20.84	0.04	0.16500984	-0.05478446
20.88	0.04	0.14902241	-0.05179454
20.92	0.04	0.14967669	-0.02950490
20.96	0.04	0.19724358	-0.01589089
21.00	0.04	0.20259355	-0.01521575
21.04	0.04	0.23040781	-0.01343316
21.08	0.04	0.17171562	0.00635109
21.12	0.04	0.06577583	0.01212018
21.16	0.04	0.05661189	0.01503979
21.20	0.04	0.05431032	0.00298284
21.24	0.04	0.05746034	0.00111226
21.28	0.04	0.11407000	-0.03060405
21.32	0.04	0.10191010	-0.04062422
21.36	0.04	0.08779625	-0.03223437
21.40	0.04	0.08309119	-0.03079273
21.44	0.04	0.07526148	-0.02849051
21.48	0.04	0.08765880	-0.00420419
21.52	0.04	0.07149007	-0.01887126
21.56	0.04	0.09142964	-0.03067719
21.60	0.04	0.08782800	-0.03342269
21.64	0.04	0.11934237	-0.01379445
21.68	0.04	0.11119083	-0.00846986
21.72	0.04	0.06121797	0.00026916
21.76	0.04	0.15878292	-0.00529799
21.80	0.04	0.20134093	-0.01240264
21.84	0.04	0.14680590	-0.01187385
21.88	0.04	0.11692791	-0.02597353
21.92	0.04	0.07276417	-0.02451877
21.96	0.04	0.04682974	-0.00123276
22.00	0.04	0.06835279	-0.00198917
22.04	0.04	0.16179403	-0.00629287
22.08	0.04	0.23597379	-0.00830951
22.12	0.04	0.17034637	0.00019400
22.16	0.04	0.17111846	-0.01754224
22.20	0.04	0.15829275	-0.02589582
22.24	0.04	0.18475345	-0.02401575
22.28	0.04	0.21958264	-0.01952673
22.32	0.04	0.23909713	-0.02889688
22.36	0.04	0.16548383	-0.02175112
22.40	0.04	0.13114720	-0.00754732
22.44	0.04	0.10931975	-0.00481993
22.48	0.04	0.04368085	-0.00149387
22.52	0.04	0.07060061	-0.00161603
22.56	0.04	0.24803988	-0.01182137
22.60	0.04	0.20731638	-0.00890264
22.64	0.04	0.06603182	-0.00304800
22.68	0.04	0.18888097	0.00172102
22.72	0.04	0.33007165	-0.02160044
22.76	0.04	0.28441851	-0.01639648
22.80	0.04	0.12686865	-0.02953294
22.84	0.04	0.09977952	-0.03026324
22.88	0.04	0.14858502	-0.02598195
22.92	0.04	0.17070938	-0.02576386
22.96	0.04	0.10715355	-0.03431404
23.00	0.04	0.16762850	-0.01065931
23.04	0.04	0.20410980	-0.02189178
23.08	0.04	0.12799123	-0.01890040
23.12	0.04	0.17886198	-0.00854906
23.16	0.04	0.28670707	-0.01235474
23.20	0.04	0.07691171	-0.00383931
23.24	0.04	0.04529718	-0.00309639
23.28	0.04	0.12996537	-0.00598079
23.32	0.04	0.33996857	-0.01564873
23.36	0.04	0.37132329	-0.01318128
23.40	0.04	0.22909791	-0.00766044
23.44	0.04	0.07059532	-0.00263129
23.48	0.04	0.07836758	-0.00162007
23.52	0.04	0.06193681	-0.00162667
23.56	0.04	0.06376747	0.00144862
23.60	0.04	0.05135062	0.00937721
23.64	0.04	0.03893951	0.00522505
23.68	0.04	0.03220733	0.00212188
23.72	0.04	0.03203720	0.00217871
23.76	0.04	0.03173254	0.00152453
23.80	0.04	0.03086125	0.00451571
23.84	0.04	0.02883271	0.00482535
23.88	0.04	0.03439043	0.00489908
23.92	0.04	0.04012140	0.00403991
23.96	0.04	0.04218387	0.00303714
24.00	0.04	0.03784136	0.00506234
24.04	0.04	0.05050062	0.00760393
24.08	0.04	0.07719024	0.01598709
24.12	0.04	0.03920672	0.00592425
24.16	0.04	0.04195622	0.00831610
24.20	0.04	0.06621781	0.01872631
24.24	0.04	0.04245271	0.00500578
24.28	0.04	0.03111121	0.00241714
24.32	0.04	0.03002718	0.00239083
24.36	0.04	0.02986915	0.00269673
24.40	0.04	0.03030842	0.00385377
24.44	0.04	0.02860897	0.00331003
24.48	0.04	0.08643959	0.03534408
24.52	0.04	0.04078650	0.00461845
24.56	0.04	0.03626936	-0.00167246
24.60	0.04	0.03688168	0.00081808
24.64	0.04	0.05081609	0.01185456
24.68	0.04	0.05507482	-0.00163248
24.72	0.04	0.13788349	-0.00646846
24.76	0.04	0.17281010	-0.01315568
24.80	0.04	0.18810915	-0.02499642
24.84	0.04	0.17554852	-0.02311843
24.88	0.04	0.15847604	-0.01815551
24.92	0.04	0.07822297	-0.02618601
24.96	0.04	0.07352090	-0.02858551
25.00	0.04	0.05218934	-0.01384217
25.04	0.04	0.05363518	-0.01061506
25.08	0.04	0.07794352	0.00165904
25.12	0.04	0.06598548	-0.01920717
25.16	0.04	0.06558568	-0.01651732
25.20	0.04	0.08105817	-0.01202711
25.24	0.04	0.07809624	-0.01696165
25.28	0.04	0.13729517	-0.01338370
25.32	0.04	0.19201987	-0.01903927
25.36	0.04	0.30714355	-0.00277197
25.40	0.04	0.20526049	-0.02218240
25.44	0.04	0.09847396	-0.03636842
25.48	0.04	0.14617670	-0.02576808
25.52	0.04	0.15546148	-0.02644023
25.56	0.04	0.10166675	-0.03383958
25.60	0.04	0.10059524	-0.03233714
25.64	0.04	0.13661320	-0.02934527
25.68	0.04	0.15831374	-0.01778491
25.72	0.04	0.09793993	-0.03364897
25.76	0.04	0.08238106	-0.03361284
25.80	0.04	0.08598587	-0.03496013
25.84	0.04	0.09664861	-0.03048696
25.88	0.04	0.09699314	-0.01872433
25.92	0.04	0.19229275	-0.01240010
25.96	0.04	0.18308026	-0.02453091
26.00	0.04	0.23934952	-0.02274867
26.04	0.04	0.26448596	-0.02889140
26.08	0.04	0.21780068	-0.01314048
26.12	0.04	0.09153994	-0.00375168
26.16	0.04	0.02870001	-0.00433879
26.20	0.04	0.09102883	-0.02991723
26.24	0.04	0.17339982	-0.03253075
26.28	0.04	0.25391360	-0.02739691
26.32	0.04	0.20968102	-0.02272013
26.36	0.04	0.22602858	-0.02076518
26.40	0.04	0.11408326	0.00319501
26.44	0.04	0.17935827	-0.00903814
26.48	0.04	0.33798038	-0.02117465
26.52	0.04	0.33718104	-0.00771329
26.56	0.04	0.31816363	-0.02915639
26.60	0.04	0.15418155	-0.02841758
26.64	0.04	0.20733521	-0.01878183
26.68	0.04	0.32745652	-0.01855319
26.72	0.04	0.20388907	-0.02084925
26.76	0.04	0.14621471	-0.01091931
26.80	0.04	0.21767057	-0.01240167
26.84	0.04	0.15127133	-0.00190967
26.88	0.04	0.08562431	-0.03137110
26.92	0.04	0.09145205	-0.03150937
26.96	0.04	0.10737876	-0.03650166
27.00	0.04	0.12391230	-0.02440508
27.04	0.04	0.13937318	-0.01065809
