onset	duration	text	kommentar	loc_besch	w_class	function	grammar
717.687	0.1	und			KON		
717.787	0.4	schwarzem			ADJA		
718.187	0.4	Telefon		object	NN		
718.587	0.4	neben			APPR		
718.987	0.1	dem			ART		
719.087	0.2	Klo		furniture	NN		
719.287	1.0	Forrest		mname	NE		
720.287	0.2	schließt			VVFIN		
720.487	0.3	seine			PPOSAT		
720.787	0.3	Hose		body	NN		
721.087	0.2	und			KON		
721.287	0.1	geht			VVFIN		
721.387	0.2	zum			APPRART		
721.587	0.3	Waschtisch		furniture	NN		
721.887	1.0	dort			ADV		
722.887	0.2	stehen			VVFIN		
723.087	0.6	eingerahmtes			ADJA		
723.687	0.1	Bild		object	NN		
723.787	0.3	von			APPR		
724.087	0.3	Marilyn			NE		
724.387	0.2	Monroe		fname	NE		
724.587	0.5	mit			APPR		
725.087	0.4	Widmung			NN		
725.487	0.3	und			KON		
725.787	0.1	ein			ART		
725.887	0.3	Bild		object	NN		
726.187	0.0	von			APPR		
726.187	0.3	John	########		NE		
726.487	0.2	F			NE		
726.687	0.3	und			KON		
726.987	0.2	Robert			NE		
727.187	0.1	Kennedy		mname	NE		
727.287	20.7	auf			APPR		
747.987	0.1	dem			ART		
748.087	0.4	Campus		setting_new	NN		
748.487	11.1	ein			ART		
759.587	0.5	Offizier		male	NN		
760.087	0.3	kommt			VVFIN		
760.387	0.2	zu			APPR		
760.587	0.2	ihnen			PPER		
765.787	3.1	er			PPER		
768.887	0.2	gibt			VVFIN		
769.087	0.0	ihm			PPER		
769.087	0.3	eine			ART		
769.387	1.0	Army-Werbebroschüre		object	NN		
770.387	2.0	in			APPR		
772.387	0.2	einem			ART		
772.587	0.4	Army-Bus		setting_new		NN	
772.987	0.3	zum			APPRART		
773.287	0.2	Fahrer		setting_new		NN	
773.487	13.6	ein			ART		
787.087	0.5	Schwarzer		male	NN		
787.587	0.6	versperrt			VVFIN		
788.187	0.3	leeren			ADJA		
788.487	0.3	Platz		object	NN		
788.787	0.3	neben			APPR		
789.087	0.1	sich			PRF		
789.187	1.6	eingeschüchtert			ADJD		
790.787	0.3	geht			VVFIN		
791.087	0.3	Forrest		mname	NE		
791.387	0.4	weiter			PTKVZ		
791.787	8.3	Er			PPER		
800.087	0.1	sieht			VVFIN		
800.187	0.1	zu			APPR		
800.287	0.2	einen			ART		
800.487	0.4	Schwarzen		male	NN		
800.887	0.2	mit			APPR		
801.087	0.5	vorstehender			ADJA		
801.587	0.3	Unterlippe		face	NN		
801.887	0.5	Der			PDS		
802.387	0.2	nimmt			VVFIN		
802.587	0.2	einen			ART		
802.887	0.4	Koffer#vom	###		APPR		
803.287	0.3	Sitz		furniture	NN		
803.587	8.3	er			PPER		
811.887	0.1	gibt			VVFIN		
811.987	0.2	ihm			PPER		
812.187	0.1	ein			ART		
812.287	0.4	Taschentuch		object	NN		
825.787	24.3	eine			ART		
850.087	0.3	schwarze			ADJA		
850.387	0.3	Köchin		female	NN		
850.687	0.3	bedient			VVFIN		
850.987	0.2	einen			ART		
851.187	0.4	Weißen		setting_new		NN	
851.587	0.2	im			APPRART		
851.787	0.3	gleichen			ADJA		
852.087	0.2	Haus		geo	NN		
852.287	0.4	bedient			VVFIN		
852.687	0.1	auch			ADV		
852.787	0.1	die			ART		
852.887	0.3	schwarze			ADJA		
853.187	0.5	Großmutter		female	NN		
853.687	0.2	ihren			PPOSAT		
853.887	0.3	weißen			ADJA		
854.187	0.3	Herren		male	NN		
854.487	26.5	im			APPRART		
