onset	duration	text	kommentar	loc_besch	w_class	function	grammar
240.098	0.5	Kokain			NN		
240.598	0.3	und			KON		
240.898	0.4	Tabletten		object	NN		
241.298	0.1	liegen			VVINF		
241.398	0.8	über			APPR		
242.198	0.2	einem			ART		
242.398	0.2	Arm		bodypart	NN		
242.598	0.1	des			ART		
242.698	0.1	Mannes		male	NN		
242.798	0.4	hängt			VVFIN		
243.198	0.2	lose			ADV		
243.398	0.2	ein			ART		
243.598	0.5	Gummischlauch		object	NN		
244.098	0.8	benommen			ADJD		
244.898	0.5	berührt			VVFIN		
245.398	0.1	der			ART		
245.498	0.2	Mann		male	NN		
245.698	0.4	Jennys		fname	NE		
246.098	0.3	Rücken		body	NN		
246.398	0.3	und			KON		
246.698	0.2	lässt			###		
246.898	0.1	sich			PRF		
246.998	0.3	aufs			APPRART		
247.298	0.0	Bett		furniture	NN		
247.298	0.4	sinken			###		
249.698	0.4	sie			PPER		
250.098	0.3	sitzt			VVFIN		
250.398	0.1	von			APPR		
250.498	0.1	ihm			PPER		
250.598	0.5	abgewandt			ADJD		
251.098	0.2	auf			APPR		
251.298	0.1	der			ART		
251.398	0.2	Bettkante		furniture	NN		
251.598	0.4	und			KON		
251.998	0.3	starrt			VVFIN		
252.298	0.9	teilnahmslos			ADJD		
253.198	0.2	vor			APPR		
253.398	0.1	sich			PRF		
253.498	0.1	hin			ADV		
253.598	0.5	ihr			PPOSAT		
254.098	0.4	Gesicht		face	NN		
254.498	0.1	ist			VAFIN		
254.598	0.2	blass			ADJD		
257.498	0.4	auf			APPR		
257.898	0.3	einen			ART		
258.198	0.5	Schminktisch		furniture	NN		
258.698	0.6	verwischt			VVFIN		
259.298	0.3	Jenny		fname	NE		
259.598	0.9	Kokainlinien		object	NN		
260.498	0.0	auf			APPR		
260.498	0.3	einem			ART		
260.798	0.3	Spiegel		object	NN		
261.098	0.6	in			APPR		
261.698	0.1	einem			ART		
261.798	0.5	großen			ADJA		
262.298	0.2	Wandspiegel		roomgeo	NN		
262.498	0.8	betrachtet			VVFIN		
263.298	0.2	sie			PPER		
263.498	0.1	ihr			PPOSAT		
263.598	0.3	müdes			ADJA		
263.898	0.2	Gesicht		face	NN		
264.098	0.7	sie			PPER		
264.798	0.2	hat			VAFIN		
264.998	0.3	Ringe			NN		
265.298	0.0	unter			APPR		
265.298	0.3	den			ART		
265.598	0.1	Augen		face	NN		
265.698	0.9	Jenny		fname	NE		
266.598	0.2	geht			VVFIN		
266.798	0.1	auf			APPR		
266.898	0.2	den			ART		
267.098	0.3	Balkon		roomgeo	NN		
270.698	0.4	in			APPR		
271.098	0.2	ihren			PPOSAT		
271.298	0.7	hochhackigen			ADJA		
271.998	0.0	Sandalen		object	NN		
271.998	0.8	steigt			VVFIN		
272.798	0.1	sie			PPER		
272.898	0.2	über			APPR		
273.098	0.2	einen			ART		
273.298	0.2	Tisch		furniture	NN		
273.498	0.2	auf			APPR		
273.698	0.2	die			ART		
273.898	0.4	Brüstung		roomgeo	NN		
274.298	0.3	und			KON		
274.598	0.4	richtet			VVFIN		
274.998	0.1	sich			PRF		
275.098	0.6	vorsichtig			ADJD		
275.698	0.1	auf			PTKVZ		
275.798	1.0	tief			ADJD		
276.798	0.4	unten			ADV		
277.198	0.4	fließt			VVFIN		
277.598	0.3	der			ART		
277.898	0.4	nächtliche			ADJA		
278.298	0.4	Verkehr			NN		
281.498	0.6	sie			PPER		
282.098	0.3	hält			VVFIN		
282.398	0.0	sich			PRF		
282.398	0.2	mit			APPR		
282.598	0.1	den			ART		
282.698	0.3	Armen		bodypart	NN		
282.998	0.2	am			APPRART		
283.198	0.3	Balkon		roomgeo	NN		
283.498	0.3	darüber			PROAV		
283.798	0.6	fest			PTKVZ		
284.398	0.2	und			KON		
284.598	0.4	blickt			VVFIN		
284.998	0.1	mit			APPR		
285.098	0.4	ruhigem			ADJA		
285.498	0.4	Gesicht		face	NN		
285.898	0.1	zur			APPRART		
285.998	0.4	Straße		geo	NN		
286.398	0.4	hinunter			ADJD		
286.798	0.8	der			ART		
287.598	0.2	Wind			NN		
287.798	0.2	weht			VVFIN		
287.998	0.3	durch			APPR		
288.298	0.1	ihr			PPOSAT		
288.398	0.2	Haar		head	NN		
292.498	2.7	ein			ART		
295.198	0.3	Fuß		bodypart	NN		
295.498	0.3	rutscht			VVFIN		
295.798	0.2	ab			PTKVZ		
295.998	0.9	krampfhaft			ADJD		
296.898	0.2	hält			VVFIN		
297.098	0.2	sich			PRF		
297.298	0.2	Jenny		fname	NE		
297.498	0.4	fest			ADJD		
297.898	0.4	atmet			VVFIN		
298.298	0.3	schwer			ADJD		
298.598	0.2	und			KON		
298.798	0.4	starrt			VVFIN		
299.198	0.3	ängstlich			ADJD		
299.498	0.3	in			APPR		
299.798	0.1	die			ART		
299.898	0.3	Tiefe			NN		
300.198	1.1	sie			PPER		
301.298	0.1	geht			VVFIN		
301.398	0.1	in			APPR		
301.498	0.1	die			ART		
301.598	0.3	Hocke			NN		
301.898	0.0	und			KON		
301.898	0.9	steigt			VVFIN		
302.798	0.1	von			APPR		
302.898	0.1	der			ART		
302.998	0.4	Brüstung		roomgeo	NN		
303.398	0.5	herunter			PTKVZ		
303.898	3.6	verstört			ADJD		
307.498	0.4	kauert			VVFIN		
307.898	0.1	sie			PPER		
307.998	0.2	sich			PRF		
308.198	0.2	in			APPR		
308.398	0.3	einen			ART		
308.698	0.5	Balkonsessel		furniture	NN		
309.198	0.8	mit			APPR		
309.998	0.3	verschränkten			ADJA		
310.298	0.5	Armen		bodypart	NN		
310.798	0.4	wiegt			VVFIN		
311.198	0.1	sich			PRF		
311.298	0.3	Jenny		fname	NE		
311.598	0.3	vor			PTKVZ		
311.898	0.2	und			KON		
312.098	0.3	zurück			ADV		
312.398	0.6	sie			PPER		
312.998	0.2	schaut			VVFIN		
313.198	0.2	hoch			ADJD		
313.398	1.1	Mondlicht			NN		
314.498	0.2	fällt			VVFIN		
314.698	0.1	auf			APPR		
314.798	0.2	ihr			PPOSAT		
314.998	0.1	Gesicht		face	NN		
315.098	1.2	über			APPR		
316.298	0.2	ihre			PPOSAT		
316.498	0.3	Wangen		face	NN		
316.798	0.2	laufen			VVFIN		
316.998	0.5	Tränen		object	NN		
323.498	0.5	durch			APPR		
323.998	0.2	ein			ART		
324.198	0.4	Wolkenloch			NN		
324.598	0.4	scheint			VVFIN		
324.998	0.2	der			ART		
325.198	0.3	fast			ADV		
325.498	0.3	Vollmond		geo	NN		
325.798	0.3	auch			ADV		
326.098	0.3	auf			APPR		
326.398	0.2	den			ART		
326.598	0.5	Schrimpkutter		object	NN		
328.098	0.4	in			APPR		
328.498	0.3	einem			ART		
328.798	0.1	Netz		object	NN		
328.898	0.3	das			ART		
329.198	0.1	an			APPR		
329.298	0.2	einem			ART		
329.498	0.4	Ausleger		object	NN		
329.898	0.3	über			APPR		
330.198	0.2	dem			ART		
330.398	0.2	Wasser		geo	NN		
330.598	0.3	hängt			VVFIN		
330.898	0.4	liegt			VVFIN		
331.298	0.5	Forrest		mname	NE		
331.798	0.1	wie			KOKOM		
331.898	0.1	in			APPR		
331.998	0.2	einer			ART		
332.198	0.2	Hängematte		object	NN		
332.398	1.2	traurig			ADJD		
333.598	0.3	blickt			VVFIN		
333.898	0.1	er		male	PPER		
333.998	0.2	in			APPR		
334.198	0.1	die			ART		
334.298	0.3	Nacht			NN		
334.598	4.2	es			PPER		
338.798	0.1	ist			VAFIN		
338.898	0.2	Tag		++	NN		
339.098	0.8	Forrest		mname	NE		
339.898	0.4	steuert			VVFIN		
340.298	0.3	die			ART		
340.598	0.3	Jenny		fname	NE		
340.898	0.2	am			APPRART		
341.098	0.3	Ufer		geo	NN		
341.398	0.3	entlang			PTKVZ		
341.698	1.7	d#e#s	###		###		
343.398	1.1	Muscle-Shirt		body	NN		
344.498	0.2	und			KON		
344.698	0.2	eine			ART		
344.898	0.3	Schirmmütze		head	NN		
345.198	-4825.3	plötzlich entdeckt er etwas und späht#richtung Ufer					
345.198	1.4	plötzlich			ADJD		
346.598	0.5	entdeckt			VVFIN		
347.098	0.1	er			PPER		
347.198	0.3	etwas			PIS		
347.498	0.3	und			KON		
347.798	0.3	späht#richtung	###		###		
348.098	0.6	Ufer		geo	NN		
348.698	1.0	auf			APPR		
349.698	0.3	einem			ART		
349.998	0.6	Anlegesteg		geo	NN		
350.598	0.5	sitzt			VVFIN		
351.098	0.3	Dan#in#einem	###		ART		
351.398	0.4	Rollstuhl		furniture	NN		
351.798	2.1	Forrest		mname	NE		
353.898	0.3	lässt#das	###		ART		
354.198	0.2	Steuer		object	NN		
354.398	0.5	rat#los	###		PTKVZ		
354.898	0.3	und			KON		
355.198	0.3	stellt			VVFIN		
355.498	0.1	sich			PRF		
355.598	0.1	an			APPR		
355.698	0.1	die			ART		
355.798	0.2	Reling		roomgeo	NN		
355.998	2.4	Dan		mname	NE		
358.398	0.4	macht			VVFIN		
358.798	0.1	das			ART		
358.898	0.3	Peace-Zeichen			NN		
359.198	1.0	Forrest		mname	NE		
360.198	0.4	winkt			VVFIN		
360.598	0.2	wild			ADJD		
360.798	2.6	Forrest		mname	NE		
363.398	0.6	springt			VVFIN		
363.998	0.2	über			APPR		
364.198	0.3	Bord		roomgeo	NN		
364.498	3.1	der			ART		
367.598	0.2	Kutter		object	NN		
367.798	0.4	fährt			VVFIN		
368.198	0.3	weiter			PTKVZ		
369.398	2.1	Forrest#krault	###		VVFIN		
371.498	0.7	zum#Steg	###		NN		
376.298	4.0	Dan		mname	NE		
380.298	0.5	raucht			VVFIN		
380.798	0.1	eine			ART		
380.898	0.4	Zigarre		object	NN		
381.298	0.1	mit			APPR		
381.398	0.2	Mundstück		object	NN		
381.598	1.3	Forrest		mname	NE		
382.898	0.3	steigt			VVFIN		
383.198	0.2	eine			ART		
383.398	0.3	Leiter		roomgeo	NN		
383.698	0.2	zu			APPR		
383.898	0.1	ihm			PPER		
383.998	0.1	hoch			PTKVZ		
384.098	41.2	hinter			APPR		
425.298	0.2	ihm			PPER		
425.498	0.2	rammt			VVFIN		
425.698	0.2	das			ART		
425.898	0.2	Schiff		object	NN		
426.098	0.2	einen			ART		
426.298	0.4	Ponton		object	NN		
426.698	2.8	es			PPER		
429.498	0.3	schiebt			VVFIN		
429.798	0.1	den			ART		
429.898	0.2	halben			ADJA		
430.098	0.4	Ponton		object	NN		
430.498	0.2	vor			APPR		
430.698	0.1	sich			PRF		
430.798	0.2	her			ADV		
431.898	3.9	auf			APPR		
435.798	0.2	dem			ART		
435.998	0.2	offenen			ADJA		
436.198	0.2	Meer		setting_new	NN		
436.398	0.5	hoch			ADJD		
436.898	0.2	über			APPR		
437.098	0.1	dem			ART		
437.198	0.2	Deck		roomgeo	NN		
437.398	0.3	sitzt#Dan	###		NE		
437.698	0.4	auf			APPR		
438.098	0.3	einem			ART		
438.398	0.1	Mast		geo	NN		
438.498	7.0	Verwirrt			ADJD		
445.498	0.2	lässt			VVFIN		
445.698	0.4	Forrest#das	###		ART		
446.098	0.6	Steuer#los	###		PTKVZ		
446.698	10.4	Er#dreht	###		VVFIN		
457.098	0.1	nach			APPR		
457.198	0.4	rechts			ADV		
457.598	4.9	Forrest		mname	NE		
462.498	0.4	überlegt			VVFIN		
462.898	0.6	und			KON		
463.498	0.2	fährt			VVFIN		
463.698	0.1	nach			APPR		
463.798	0.3	links			ADV		
464.098	3.6	Dan		mname	NE		
467.698	0.3	trägt			VVFIN		
467.998	0.5	Stirnband		head	NN		
468.498	0.2	und			KON		
468.698	0.5	Sonnenbrille		face	NN		
469.198	3.5	Forrest		mname	NE		
472.698	0.3	öffnet			VVFIN		
472.998	0.2	das			ART		
473.198	0.2	Netz		object	NN		
473.398	1.2	an			APPR		
474.598	0.1	Deck		roomgeo	NN		
474.698	0.2	liegen			VVFIN		
474.898	0.5	Dosen		object	NN		
475.398	0.3	eine			ART		
475.698	0.4	Klobrille		object	NN		
476.098	0.4	und			KON		
476.498	0.4	anderer			ADJA		
476.898	0.2	Müll			NN		
477.098	0.4	Dan		mname	NE		
477.498	0.4	sitzt			VVFIN		
477.898	0.1	daneben			PROAV		
477.998	1.0	Forrest		mname	NE		
478.998	0.2	hebt			VVFIN		
479.198	0.1	die			ART		
479.298	0.3	Klobrille		object	NN		
479.598	0.3	auf			PTKVZ		
479.898	0.4	und			KON		
480.298	0.5	betrachtet			VVFIN		
480.798	0.1	sie			PPER		
491.898	3.5	in			APPR		
495.398	0.2	einer			ART		
495.598	0.2	Kirche		setting_new		NN	
495.798	0.5	singt			VVFIN		
496.298	0.4	Forrest		mname	NE		
496.698	0.1	in			APPR		
496.798	0.6	blau-rotem			ADJA		
497.398	0.1	Gewand		body	NN		
497.498	0.3	im			APPRART		
497.798	0.5	Gospelchor			NN		
498.298	3.4	Dan		mname	NE		
501.698	0.7	sitzt#daneben	###		###		
502.398	0.1	und			KON		
502.498	0.3	trinkt			VVFIN		
502.798	7.4	ein			ART		
510.198	0.5	Stahlhelm		object	NN		
510.698	0.6	ein			ART		
511.298	0.5	Stiefel		object	NN		
511.798	0.2	und			KON		
511.998	0.2	ein			ART		
512.198	0.2	Nummernschild		object	NN		
512.398	0.7	fallen			VVFIN		
513.098	0.1	aufs			APPRART		
513.198	0.2	Deck		setting_rec		NN	
513.398	1.5	Forrest		mname	NE		
514.898	0.6	inspiziert			VVFIN		
515.498	0.2	den			ART		
515.698	1.1	Fang#Dan#seilt	###		VVFIN		
516.798	0.2	sich			PRF		
516.998	0.1	auf			APPR		
517.098	0.2	einer			ART		
517.298	0.2	Schaukel		object	NN		
517.498	0.6	sitzend			ADJD		
518.098	0.1	vom			APPRART		
518.198	0.3	Mast		geo	NN		
518.498	0.1	ab			PTKVZ		
518.598	1.1	Forrest		mname	NE		
519.698	0.2	kippt			VVFIN		
519.898	0.1	das			ART		
519.998	0.3	Wasser			NN		
520.298	0.2	aus			APPR		
520.498	0.2	dem			ART		
520.698	0.4	Stahlhelm		object	NN		
521.098	12.6	es			PPER		
533.698	0.2	ist			VAFIN		
533.898	0.2	dunkel		++	ADJD		
534.098	2.6	heftige			ADJA		
536.698	0.3	Wellen			NN		
536.998	0.3	krachen			VVFIN		
537.298	0.4	gegen			APPR		
537.698	0.0	die			ART		
537.698	0.4	Bordwand		roomgeo	NN		
538.898	0.6	Forrest		mname	NE		
539.498	0.2	kommt			VVFIN		
539.698	0.1	aus			APPR		
539.798	0.2	dem			ART		
539.998	0.4	Ruderhaus		roomgeo	NN		
540.398	0.6	kämpft			VVFIN		
540.998	0.1	sich			PRF		
541.098	0.2	zum			APPRART		
541.298	0.4	Achterdeck		roomgeo	NN		
541.698	0.3	und			KON		
541.998	0.3	klammert			VVFIN		
542.298	0.1	sich			PRF		
542.398	0.1	ans			APPRART		
542.498	0.2	Steuer		object	NN		
542.698	-5022.8	der Wind peitscht Gischt übers Deck					
542.698	1.0	der			ART		
543.698	0.2	Wind			NN		
543.898	0.5	peitscht			VVFIN		
544.398	0.2	Gischt			NN		
544.598	0.3	übers			APPRART		
544.898	0.1	Deck		roomgeo	NN		
544.998	1.1	Dan			NE		
546.098	0.5	sitzt			VVFIN		
546.598	0.4	oben			ADV		
546.998	0.3	im#Mast	###		NN		
547.298	0.4	mit			APPR		
547.698	0.2	einer			ART		
547.898	0.2	Hand		bodypart	NN		
548.098	0.3	hält			VVFIN		
548.398	0.0	er			PPER		
548.398	0.2	sich			PRF		
548.598	0.1	an			APPR		
548.698	0.2	einem			ART		
548.898	0.2	Seil		object	NN		
549.098	0.4	fest			PTKVZ		
549.498	9.2	mit			APPR		
558.698	0.4	nacktem			ADJA		
559.098	0.5	Oberkörper		body	NN		
559.598	0.2	reckt			VVFIN		
559.798	0.1	er			PPER		
559.898	0.2	den			ART		
560.098	0.2	Arm		bodypart	NN		
560.298	0.2	hoch			ADJD		
560.498	0.4	über			APPR		
560.898	0.2	ihm			PPER		
561.098	0.2	weht			VVFIN		
561.298	0.1	die			ART		
561.398	0.5	US-Fahne		object	NN		
598.798	12.0	eine			ART		
610.798	0.6	Ladung			NN		
611.398	0.1	nach			APPR		
611.498	0.2	der			ART		
611.698	0.5	anderen			PIS		
612.198	0.3	landet			VVFIN		
612.498	0.1	auf			APPR		
612.598	0.2	dem			ART		
612.798	0.1	Deck		roomgeo	NN		
612.898	8.4	auf			APPR		
621.298	0.2	der			ART		
621.498	0.2	Wartebank		setting_rec		NN	
621.698	2.7	neben			APPR		
624.398	0.1	dem			ART		
624.498	0.3	Dicken		male	NN		
624.798	0.2	sitzt			VVFIN		
624.998	0.2	eine			ART		
625.198	0.1	Frau		female	NN		
625.298	27.4	er			PPER		
652.698	0.1	geht			VVFIN		
658.798	16.7	aus			APPR		
675.498	0.2	dem			ART		
675.698	0.3	Koffer		object	NN		
675.998	0.3	holt			VVFIN		
676.298	0.1	er			PPER		
676.398	0.1	ein			ART		
676.498	0.7	Fortune-Magazin		object	NN		
677.198	0.7	auf			APPR		
677.898	0.1	dem			ART		
677.998	0.2	Cover		object	NN		
678.198	0.3	er			PPER		
678.498	0.3	mit			APPR		
678.798	0.3	Dan		mname	NE		
679.098	0.2	vor			APPR		
679.298	0.4	der#Kutter	###		###		
679.698	0.3	Flotte		setting_new	NN		
679.998	6.9	an			APPR		
686.898	0.2	Deck		setting_rec		NN	
687.098	0.2	Der			PDS		
687.298	1.7	hört			VVFIN		
688.998	0.1	mit			APPR		
689.098	0.1	der			ART		
689.198	0.2	Arbeit			NN		
689.398	0.2	auf			PTKVZ		
689.598	0.3	und			KON		
689.898	0.3	blickt			VVFIN		
690.198	0.1	ihn			PPER		
690.298	0.1	an			PTKVZ		
690.398	0.5	Dan		mname	NE		
690.898	0.3	sitzt			VVFIN		
691.198	0.2	neben			APPR		
691.398	0.3	der			ART		
691.698	0.2	Reling		roomgeo	NN		
691.898	0.1	mit			APPR		
691.998	0.4	nacktem			ADJA		
692.398	0.5	Oberkörper		body	NN		
692.898	0.1	im			APPRART		
692.998	0.4	Rollstuhl		furniture	NN		
700.798	0.7	Forrest		mname	NE		
701.498	0.1	schaut			VVFIN		
701.598	0.2	ihn			PPER		
701.798	0.2	ruhig			ADJD		
701.998	0.3	an			PTKVZ		
702.298	0.6	Dan		mname	NE		
702.898	0.5	hieft			VVFIN		
703.398	0.2	sich			PRF		
703.598	0.2	auf			APPR		
703.798	0.1	die			ART		
703.898	0.3	Reling		roomgeo	NN		
706.998	0.5	lächelt			VVFIN		
707.498	0.3	Forrest		mname	NE		
707.798	0.2	zu			PTKZU		
707.998	0.6	dreht			VVFIN		
708.598	0.1	sich			PRF		
708.698	0.2	um			PTKVZ		
708.898	0.1	und			KON		
708.998	0.6	stößt			VVFIN		
709.598	0.2	sich			PRF		
709.798	0.2	ab			PTKVZ		
709.998	-5190.1	Forrest tritt näher an die Reling und sieht wie Dan lächelnd auf dem Rücken davoncroult					
709.998	4.3	Forrest		mname	NE		
714.298	0.2	tritt			VVFIN		
714.498	0.2	näher			ADJD		
714.698	0.2	an			APPR		
714.898	0.1	die			ART		
714.998	0.2	Reling		roomgeo	NN		
715.198	0.2	und			KON		
715.398	0.4	sieht			VVFIN		
715.798	0.1	wie			KOKOM		
715.898	0.2	Dan		mname	NE		
716.098	0.5	lächelnd			ADJD		
716.598	0.2	auf			APPR		
716.798	0.2	dem			ART		
716.998	0.3	Rücken		body	NN		
717.298	0.7	davoncroult			VVFIN		
717.998	10.0	ein			ART		
727.998	0.2	Bus		object	NN		
728.227	0.3	hält		###setting_rec###	VVFIN		
728.527	29.4	Rasenmähen			###		
757.927	8.9	Apple-Aktien			NN		
766.927	12.0	in			APPR		
778.927	0.2	der			ART		
779.127	0.2	Kirche		setting_rec		NN	
779.327	11.8	die			ART		
791.127	0.4	Kirche		geo	NN		
791.527	0.2	wird			VAFIN		
791.727	0.2	renoviert			VVPP		
791.927	5.5	das			ART		
797.427	0.4	Gump			###		
797.827	0.4	Medical			###		
798.227	0.4	Center		geo	###		
798.627	0.2	wird			VAFIN		
798.827	0.5	eingeweiht		setting_new	VVPP		
799.327	7.7	Bubbas			NE		
807.027	0.6	Mutter#starrt	###		VVFIN		
807.627	0.2	auf			APPR		
807.827	0.2	einen			ART		
808.027	0.1	Check		object	NN		
808.127	0.5	und			KON		
808.627	0.2	fällt			VVFIN		
808.827	0.1	in			APPR		
808.927	0.1	Ohnmacht			NN		
809.027	3.1	eine			ART		
812.127	0.3	weiße			ADJA		
812.427	0.4	Köchin		female	NN		
812.827	0.4	bedient			VVFIN		
813.227	0.1	sie			PPER		
813.327	4.7	er			PPER		
818.027	0.3	sitzt			VVFIN		
818.327	0.1	auf			APPR		
818.427	0.1	dem			ART		
818.527	0.1	Mäher		setting_new	NN		
818.627	7.5	er		male	PPER		
826.127	0.2	kommt			VVFIN		
826.327	0.1	im			APPRART		
826.427	0.4	Pyjama		body	NN		
826.927	10.5	er			PPER		
837.427	0.1	sieht			VVFIN		
837.527	0.4	Jenny		fname	NE		
837.927	0.1	in			APPR		
838.027	0.4	weißen			ADJA		
838.427	0.1	Kleid		body	NN		
838.527	0.4	über			APPR		
838.927	0.1	den			ART		
839.027	0.3	Rasen		roomgeo	NN		
839.327	0.3	kommen			VVINF		
844.727	0.4	sie			PPER		
845.127	0.1	wird			VAFIN		
845.227	0.4	durchsichtig			ADJD		
845.627	1.0	und			KON		
846.627	0.4	verschwindet			VVFIN		
849.427	0.6	bedrückt			ADJD		
850.027	0.3	dreht			VVFIN		
850.327	0.2	sich			PRF		
850.527	0.4	Forrest		mname	NE		
850.927	0.2	weg			PTKVZ		
854.327	0.4	er			PPER		
854.727	0.5	schlurft			VVFIN		
855.227	0.3	zur			APPRART		
855.527	0.2	Tür		roomgeo	NN		
