onset	duration	text	kommentar	loc_besch	loc_erw	w_class	function	grammar
299.461	0.3	Jenny		fname		NN		
299.761	0.1	in				APPR		
299.861	0.2	seine				PPOSAT		
300.061	0.2	Arme		bodypart		NN		
307.161	1.5	durch				APPR		
308.661	0.2	eine				ART		
308.861	0.5	Gardine		roomgeo		NN		
309.361	0.2	fällt				VVFIN		
309.561	0.1	der				ART		
309.661	0.2	Blick				NN		
309.861	0.2	auf				APPR		
310.061	0.1	das				ART		
310.161	0.2	Bett		furniture		NN		
310.361	0.7	Jenny		fname		NE		
311.061	0.4	zieht				VVFIN		
311.461	0.1	ihr				PPOSAT		
311.561	0.3	Nachthemd		body		NN		
311.861	0.3	aus				PTKVZ		
312.161	1.7	Forrest		mname		NN		
313.861	0.4	umarmt				ADJD		
314.261	0.1	sie				PPER		
314.361	0.3	wieder				ADV		
314.661	0.3	die				ART		
314.961	0.1	beiden		persons		PIS		
315.061	0.4	küssen				VVFIN		
315.461	0.2	sich				PRF		
315.661	0.3	weiter				PTKVZ		
318.961	0.5	es				PPER		
319.461	0.2	ist				VAFIN		
319.661	0.1	hell		++		ADJD		
319.761	1.5	vor				APPR		
321.261	0.2	dem				ART		
321.461	0.2	Haus		locale_recur		NN		
321.661	2.4	in				APPR		
324.061	0.3	Rock		body		NE		
324.361	0.2	und				KON		
324.561	0.2	Bluse		body		NN		
324.761	0.4	kommt				VVFIN		
325.161	0.2	Jenny		fname		NE		
325.361	0.2	mit				APPR		
325.561	0.1	ihrer				PPOSAT		
325.661	0.7	Umhängetasche		object		NN		
326.361	0.1	auf				APPR		
326.461	0.2	die				ART		
326.661	0.4	Veranda		locale_recur		NN		
327.061	0.7	sie				PPER		
327.761	0.3	eilt				VVFIN		
328.061	0.2	über				APPR		
328.261	0.1	den				ART		
328.361	0.3	Rasen		roomgeo		NN		
328.661	0.2	zu				APPR		
328.861	0.1	einem				ART		
328.961	0.3	Taxi		object		NN		
334.261	0.4	der				ART		
334.661	0.3	Fahrer		male		NN		
334.961	0.3	hält				VVFIN		
335.261	0.1	ihr				PPER		
335.361	0.1	die				ART		
335.461	0.4	Fronttür		object		NN		
335.861	0.1	auf				PTKVZ		
335.961	11.7	aus				APPR		
347.661	0.3	einem				ART		
347.961	0.3	Fenster		roomgeo		NN		
348.261	0.2	im				APPRART		
348.461	0.4	oberen				ADJA		
348.861	0.1	Stock				NN		
348.961	0.3	des				ART		
349.261	0.2	Hauses		locale_recur		NN		
349.461	0.8	unten				ADV		
350.261	0.2	fährt				VVFIN		
350.461	0.1	das				ART		
350.561	0.2	Taxi		object		NN		
350.761	0.4	davon				PTKVZ		
354.861	2.6	Forrest		mname		NN		
357.461	0.4	liegt				VVFIN		
357.861	0.2	schlafend				ADJD		
358.061	0.3	im				APPRART		
358.361	0.0	Bett		furniture		NN		
358.361	0.8	seine				PPOSAT		
359.161	0.3	nackten				ADJA		
359.461	0.1	Schultern		body		NN		
359.561	0.6	gucken				VVFIN		
360.161	0.2	unter				APPR		
360.361	0.1	der				ART		
360.461	0.2	Decke		object		NN		
360.661	0.2	hervor				PTKVZ		
360.861	3.3	auf				APPR		
364.161	0.3	einer				ART		
364.461	0.3	Kommode		furniture		NN		
364.761	0.4	liegt				VVFIN		
365.161	0.3	neben				APPR		
365.461	0.2	Forrests		mname		NE		
365.661	1.2	Tischtennisschläger		object		NE		
366.861	0.5	seine				PPOSAT		
367.361	0.4	goldene				ADJA		
367.761	0.1	Tapferkeitsmedaille		object		NN		
367.861	1.0	am				APPRART		
368.861	0.2	blauen				ADJA		
369.061	0.2	Band		object		NN		
369.261	1.6	steht				VVFIN		
370.861	0.1	im				APPRART		
370.961	0.5	Morgenmantel		body		NE		
371.461	0.2	mit				APPR		
371.661	0.3	einem				ART		
371.961	0.2	Glas		object		NN		
372.161	0.2	Milch				NN		
372.361	0.2	in				APPR		
372.561	0.1	der				ART		
372.661	0.4	Zimmertür		roomgeo		NN		
373.061	0.5	und				KON		
373.561	0.5	betracht				VVFIN		
374.061	0.1	die				ART		
374.161	0.4	Medaille		object		NN		
374.561	0.4	ernst				ADJD		
377.261	0.7	Jennys		fname		NE		
377.961	0.2	Zimmer		locale		NE		
378.161	0.3	ist				VAFIN		
378.461	0.2	das				ART		
378.661	0.2	Bett		furniture		NN		
378.861	0.3	unberührt				ADJD		
379.161	1.2	Forrest		mname		NN		
380.361	0.2	steht				VVFIN		
380.561	0.1	in				APPR		
380.661	0.1	der				ART		
380.761	0.2	Tür		roomgeo		NN		
380.961	0.3	und				KON		
381.261	0.3	starrt				VVFIN		
381.561	0.2	darauf				PROAV		
381.761	4.3	er				PPER		
386.061	0.3	sitzt				VVFIN		
386.361	0.1	im				APPRART		
386.461	0.1	Wohnzimmer		locale_recur		NN		
386.561	1.1	kerzengerade				ADJD		
387.661	0.3	auf				APPR		
387.961	0.2	der				ART		
388.161	0.5	Fensterbank		roomgeo		NN		
393.161	1.0	auf				APPR		
394.161	0.2	der				ART		
394.361	0.4	Veranda		locale_recur		NN		
394.761	0.3	sitzt				VVFIN		
395.061	0.5	Forrest		male		NN		
395.561	0.4	reglos				ADJD		
395.961	0.2	in				APPR		
396.161	0.2	einem				ART		
396.361	0.4	Schaukelstuhl		furniture		NN		
396.761	0.8	er				PPER		
397.561	0.2	hat				VAFIN		
397.761	0.2	seine				PPOSAT		
397.961	0.4	Laufschuhe		object		NN		
398.361	0.2	an				PTKVZ		
398.561	0.1	und				KON		
398.661	0.3	sieht				VVFIN		
398.961	0.2	vor				APPR		
399.161	0.1	sich				PRF		
399.261	0.2	hin				PTKVZ		
407.161	0.8	Forrest		mname		NN		
407.961	0.5	setzt#sein		#	#	#		
408.461	0.4	rotes				ADJA		
408.861	1.2	Bubba-Gump-Shrimp-Cappy		object		NN		
410.061	0.2	auf				PTKVZ		
413.261	0.4	und				KON		
413.661	0.2	steht				VVFIN		
413.861	0.1	auf				PTKVZ		
417.861	0.4	er				PPER		
418.261	0.2	steigt				VVFIN		
418.461	0.1	von				APPR		
418.561	0.3	der				ART		
418.861	0.4	Veranda		roomgeo		NN		
420.961	0.3	auf				APPR		
421.261	0.2	dem				ART		
421.461	0.4	Rasen		geo		NN		
421.861	0.3	beginnt				VVFIN		
422.161	0.1	er				PPER		
422.261	0.1	zu				PTKZU		
422.361	0.5	laufen				VVINF		
422.861	1.2	wird				VAFIN		
424.061	0.3	schneller				ADJD		
424.361	1.2	und				KON		
425.561	0.4	rennt				VVFIN		
425.961	0.0	die				ART		
425.961	0.4	Zufahrt		locale_recur		NN		
426.361	0.4	entlang				PTKVZ		
427.561	30.0	Forrest		male		NN		
457.561	0.2	kommt				VVFIN		
457.761	0.1	nach				APPR		
457.861	0.3	Mississippi		setting_new		NE		
458.161	3.7	auf				APPR		
461.861	0.2	der				ART		
462.061	0.2	Wartebank		setting_rec;furniture		NN		
462.261	6.7	in				APPR		
468.961	0.3	Santa				NE		
469.261	0.5	Monica		setting_new		NE		
469.761	0.3	läuft				VVFIN		
470.061	0.3	Forrest		mname		NN		
470.361	0.1	auf				APPR		
470.461	0.2	dem				ART		
470.661	0.2	Pier		geo		NN		
470.861	0.2	bis				APPR		
471.061	0.2	zum				APPRART		
471.261	0.4	Geländer		roomgeo		NN		
471.661	0.2	am				APPRART		
471.861	0.3	Ende				NN		
472.161	0.3	er				PPER		
472.461	0.1	hat				VAFIN		
472.561	0.2	etwas				ADV		
472.761	0.4	längere				ADJA		
473.161	0.0	Haare		head		NN		
473.161	0.5	und				KON		
473.661	0.2	einen				ART		
473.861	0.3	Vollbart		face		NN		
474.161	7.2	Forrest		mname		NN		
481.361	0.3	erreicht				VVFIN		
481.661	0.2	einen				ART		
481.861	0.3	kleinen				ADJA		
482.161	0.4	Leuchtturm		geo		NN		
482.561	0.3	am				APPRART		
482.861	0.5	Atlantik		setting_new		NE		
484.161	16.8	auf				APPR		
500.961	0.2	der				ART		
501.161	0.5	Wartebank		setting_rec;furniture		NN		
501.661	1.4	er				PPER		
503.061	0.2	sieht				VVFIN		
503.261	0.1	die				ART		
503.361	0.1	Frau		female		NN		
503.461	0.2	an				PTKVZ		
503.661	11.2	Forrest		mname		NN		
514.861	0.3	läuft				VVFIN		
515.161	0.1	an				APPR		
515.261	0.2	einem				ART		
515.461	0.2	Fluss		setting_new;geo		NN		
515.661	0.3	entlang				PTKVZ		
515.961	0.6	unter				APPR		
516.561	0.3	seinem				PPOSAT		
516.861	0.3	Cappy#lugt		#	#	#		
517.161	0.4	sein				PPOSAT		
517.561	0.6	nacken-langes				ADJA		
518.161	0.2	Haar		head		NN		
518.361	0.3	hervor				PTKVZ		
519.461	0.5	zwischen				APPR		
519.961	0.3	reifen				ADJA		
520.261	0.7	Weizenfeldern		setting_new;geo		NN		
520.961	0.3	läuft				VVFIN		
521.261	0.1	er				PPER		
521.361	0.1	auf				APPR		
521.461	0.3	einer				ART		
521.761	0.4	einsamen				ADJA		
522.161	0.6	schnurgerade				ADJA		
522.761	0.6	Straße		geo		NN		
523.361	1.2	auf				APPR		
524.561	0.3	einer				ART		
524.861	0.8	Feldstein-Brücke		setting_new;geo		NN		
525.661	0.5	überquert				VVFIN		
526.161	0.1	er				PPER		
526.261	0.3	einen				ART		
526.561	0.4	klaren				ADJA		
526.961	0.2	Fluss		geo		NN		
527.161	0.7	im				APPRART		
527.861	0.3	Hintergrund				NN		
528.161	0.8	schneebedeckte				ADJA		
528.961	0.1	Gipfel		geo		NN		
529.061	0.4	der				ART		
529.461	0.2	Rocky				NE		
529.661	0.2	Mountains		setting_new		NE		
535.161	0.4	in				APPR		
535.561	0.3	kurzer				ADJA		
535.861	0.1	Hose		body		NN		
535.961	0.5	läuft				VVFIN		
536.461	0.1	er				PPER		
536.561	0.1	mit				APPR		
536.661	0.2	fast				ADV		
536.861	0.5	schulterlangem				ADJA		
537.361	0.1	Haar		head		NN		
537.461	0.3	auf				APPR		
537.761	0.2	einer				ART		
537.961	0.5	Landstraße		setting_new;geo		NN		
539.361	0.5	Forrest		mname		NN		
539.861	0.3	kommt				VVFIN		
540.161	0.1	in				APPR		
540.261	0.7	gleichbleibendem				ADJA		
540.961	0.3	Tempo				NN		
541.261	0.2	an				APPR		
541.461	0.2	einem				ART		
541.661	0.2	Wald		setting_new;geo		NN		
541.861	0.2	vorbei				PTKVZ		
542.061	0.4	das				ART		
542.461	0.2	Laub		object		NN		
542.661	0.5	leuchtet				VVFIN		
543.161	0.3	gelb				ADJD		
543.461	0.5	orange				ADJA		
543.961	0.2	und				KON		
544.161	0.3	rot				ADJD		
544.461	12.4	in				APPR		
556.861	0.4	Greenbow				NE		
557.261	0.2	beim				APPRART		
557.461	0.3	Friseur		setting_rec		NN		
557.761	10.1	Jenny		fname		NE		
567.861	0.4	bedient				VVFIN		
568.261	0.1	in				APPR		
568.361	0.2	einem				ART		
568.561	0.2	Restaurant		setting_new		NN		
568.761	23.8	die				ART		
592.561	0.4	Reporter		persons		NN		
592.961	0.1	müssen				VMFIN		
593.061	0.7	mitlaufen				VVIZU		
593.761	4.5	in				APPR		
598.261	0.2	einem				ART		
598.461	0.3	Ort		setting_new		NN		
598.761	0.2	ein				ART		
598.961	0.2	junger#Mann		#	#	#		
599.261	1.2	hängt				VVFIN		
600.461	0.0	sich				PRF		
600.461	0.2	an				APPR		
600.661	0.2	seine				PPOSAT		
600.861	0.3	Fersen				NN		
601.161	18.8	mit				APPR		
619.961	0.5	Abstand				NN		
620.461	0.2	folgen				VVFIN		
620.661	0.2	ihm				PPER		
620.861	0.3	fünf				CARD		
621.161	0.3	Leute		persons		NN		
621.461	5.5	in				APPR		
626.961	0.1	der				ART		
627.061	0.3	Wüste		setting_new		NN		
627.361	0.2	trabt				VVFIN		
627.561	0.2	eine				ART		
627.761	0.3	lange				ADJA		
628.061	0.6	Läuferschlange		###persons###		NN		
628.661	0.3	hinter				APPR		
628.961	0.1	ihm				PPER		
629.061	0.1	her				ADV		
659.261	4.1	der				ART		
663.361	0.2	Mann		male		NN		
663.561	0.3	bleibt				VVFIN		
663.861	0.6	nachdenklich				ADJD		
664.461	0.2	stehen				VVINF		
664.661	7.3	ein				ART		
671.961	0.4	Autoaufkleber		object		NN		
672.361	0.5	shit				ADJD		
672.861	0.2	happens				ADV		
673.061	15.5	Forrest#drückt		#	#	#		
688.561	0.2	sich				PRF		
688.761	0.1	das				ART		
688.861	0.3	gelbe				ADJA		
689.161	0.4	T-Shirt		object		NN		
689.561	0.2	ins				APPRART		
689.761	0.2	verdeckte				ADJA		
689.961	0.5	Gesicht		face		NN		
690.461	0.1	und				KON		
690.561	0.2	gibt				VVFIN		
690.761	0.1	es			object	PPER		
690.861	0.1	zurück				PTKVZ		
690.961	0.6	darauf				PROAV		
691.561	0.2	ein				ART		
691.761	0.7	Smiley-Abdruck		###face###		NN		
692.461	11.0	Forrest		mname		NN		
703.461	0.3	läuft				VVFIN		
703.761	0.1	mit				APPR		
703.861	0.2	seinen				PPOSAT		
704.061	0.5	Anhängern		persons		NN		
704.561	0.0	durch				APPR		
704.561	0.3	eine				ART		
704.861	0.3	Steppe		setting_new		NN		
705.161	5.2	im				APPRART		
710.361	0.5	Hintergrund				NN		
710.861	0.5	Tafelberge		geo		NE		
719.261	10.9	er				PPER		
730.161	0.2	bleibt				VVFIN		
730.361	0.4	stehen				VVINF		
730.761	0.8	ein				ART		
731.561	0.3	gutes				ADJA		
731.861	0.1	Stück				NN		
731.961	0.4	hinter				APPR		
732.361	0.1	ihm				PPER		
732.461	0.4	stoppt				VVFIN		
732.861	0.1	auch				ADV		
732.961	0.2	die				ART		
733.161	0.1	Gruppe		persons		NN		
733.261	0.4	der				ART		
733.661	0.1	rund				ADV		
733.761	0.4	50				CARD		
734.161	0.3	Männer		males		NN		
734.461	0.0	und				KON		
734.461	0.5	Frauen		females		NN		
734.961	0.1	die				ART		
735.061	0.1	ihm				PPER		
735.161	0.4	gefolgt				VVPP		
735.561	0.1	sind				VAFIN		
735.661	1.0	sein				PPOSAT		
736.661	0.3	welliges				ADJA		
736.961	0.1	Haar		head		NN		
737.061	0.5	unter				APPR		
737.561	0.2	dem				ART		
737.761	0.3	Käppi		head		NN		
738.061	0.3	reicht				VVFIN		
738.361	0.2	bis				APPR		
738.561	0.1	zu				APPR		
738.661	0.2	den				ART		
738.861	0.6	Schulterblättern		bodypart		NN		
739.461	0.4	sein				PPOSAT		
739.861	0.5	zotteliger				ADJA		
740.361	0.2	Bart		face		NN		
740.561	0.3	bis				APPR		
740.861	0.1	auf				APPR		
740.961	0.1	die				ART		
741.061	0.3	Brust		body		NN		
741.361	0.5	er				PPER		
741.861	0.2	dreht				VVFIN		
742.061	0.0	sich				PRF		
742.061	0.3	um				PTKVZ		
742.361	5.2	Forrest		mname		NN		
747.561	0.3	sieht				VVFIN		
747.861	0.2	zu				APPR		
748.061	0.2	den				ART		
748.261	0.1	Leuten		persons		NN		
748.361	0.6	hinüber				ADV		
748.961	0.5	er				PPER		
749.461	0.3	trägt				VVFIN		
749.761	0.2	eine				ART		
749.961	0.1	blaue				ADJA		
750.061	0.6	Trainingsjacke		body		NN		
750.661	0.3	mit				APPR		
750.961	0.4	brauner				ADJA		
751.361	0.1	Hose		body		NN		
751.461	0.7	darüber				PROAV		
752.161	0.2	eine				ART		
752.361	0.3	weite				ADJA		
752.661	0.6	Regenjacke		body		NN		
754.161	10.2	mit				APPR		
764.361	0.4	schleppenden				ADJA		
764.761	0.4	Schritten				NN		
765.161	0.2	geht				VVFIN		
765.361	0.2	er				PPER		
765.561	0.1	auf				APPR		
765.661	0.2	die				ART		
765.861	0.1	Gruppe		###persons###		NN		
765.961	0.3	zu				PTKVZ		
771.861	3.6	die				ART		
775.461	0.3	Leute		persons		NN		
775.761	0.4	weichen				VVFIN		
776.161	0.1	nach				APPR		
776.261	0.3	links				ADV		
776.561	0.2	und				KON		
776.761	0.0	rechts				ADV		
776.761	0.4	aus				APZR		
777.161	0.8	lassen				VVFIN		
777.961	0.2	ihn				PPER		
