onset	duration	rms	lrdiff
7.12	0.04	0.02668248	0.00295592
7.16	0.04	0.04725631	-0.00031486
7.20	0.04	0.06951110	-0.00021816
7.24	0.04	0.05708552	-0.00044914
7.28	0.04	0.02998581	0.00016478
7.32	0.04	0.02541355	-0.00037089
7.36	0.04	0.02783022	-0.00021006
7.40	0.04	0.02738433	0.00042314
7.44	0.04	0.03083455	0.00132820
7.48	0.04	0.02404967	0.00426456
7.52	0.04	0.02838463	0.00045613
7.56	0.04	0.02329170	0.00131896
7.60	0.04	0.02304734	0.00220735
7.64	0.04	0.01928742	0.00327722
7.68	0.04	0.02227998	0.00336912
7.72	0.04	0.02172435	0.00444713
7.76	0.04	0.02101710	0.00506134
7.80	0.04	0.01914961	0.00487561
7.84	0.04	0.01936935	0.00337591
7.88	0.04	0.01912734	0.00118688
7.92	0.04	0.01807449	0.00262823
7.96	0.04	0.01784934	0.00112105
8.00	0.04	0.01661928	0.00089136
8.04	0.04	0.01618554	-0.00015768
8.08	0.04	0.03750177	-0.00088176
8.12	0.04	0.09718522	-0.00077022
8.16	0.04	0.20795403	-0.00014291
8.20	0.04	0.19422013	-0.00045190
8.24	0.04	0.12349143	0.00033750
8.28	0.04	0.02515504	0.00072879
8.32	0.04	0.02597688	0.00124650
8.36	0.04	0.04822517	0.00129082
8.40	0.04	0.03882830	0.00200720
8.44	0.04	0.03600441	0.00120053
8.48	0.04	0.04366949	0.00181594
8.52	0.04	0.05907851	0.00007988
8.56	0.04	0.16429318	0.00007520
8.60	0.04	0.17269567	-0.00007280
8.64	0.04	0.14878178	0.00014515
8.68	0.04	0.13985177	0.00044136
8.72	0.04	0.10038228	0.00036966
8.76	0.04	0.07427650	-0.00070185
8.80	0.04	0.02916256	-0.00050574
8.84	0.04	0.06416564	0.00084475
8.88	0.04	0.16612060	0.00031027
8.92	0.04	0.17723849	0.00054374
8.96	0.04	0.05779189	0.00020878
9.00	0.04	0.28375288	-0.00022692
9.04	0.04	0.22748620	-0.00005762
9.08	0.04	0.22992279	-0.00013039
9.12	0.04	0.10138501	0.00005307
9.16	0.04	0.02323399	-0.00021666
9.20	0.04	0.08724272	-0.00062494
9.24	0.04	0.09514001	-0.00019917
9.28	0.04	0.05378823	-0.00100499
9.32	0.04	0.02491355	0.00027686
9.36	0.04	0.02200945	0.00049285
9.40	0.04	0.02466390	0.00016582
9.44	0.04	0.08192422	0.00010989
9.48	0.04	0.11501307	-0.00104477
9.52	0.04	0.22070318	-0.00100439
9.56	0.04	0.11044620	0.00017414
9.60	0.04	0.04544589	0.00093698
9.64	0.04	0.05301711	0.00043895
9.68	0.04	0.04930922	0.00054630
9.72	0.04	0.03060616	0.00063953
9.76	0.04	0.03339031	0.00115918
9.80	0.04	0.09950997	0.00102205
9.84	0.04	0.12007737	0.00168889
9.88	0.04	0.08085752	0.00008089
9.92	0.04	0.07814472	0.00026431
9.96	0.04	0.11357905	0.00024328
10.00	0.04	0.08964447	0.00006519
10.04	0.04	0.02403689	0.00025953
10.08	0.04	0.14161561	-0.00140001
10.12	0.04	0.21443083	-0.00085978
10.16	0.04	0.24974434	-0.00116410
10.20	0.04	0.20973775	-0.00127888
10.24	0.04	0.08057959	0.00013507
10.28	0.04	0.01973949	0.00013237
10.32	0.04	0.03473165	0.00031090
10.36	0.04	0.12187962	-0.00051274
10.40	0.04	0.08452421	0.00132078
10.44	0.04	0.03801706	0.00098369
10.48	0.04	0.01793267	0.00025493
10.52	0.04	0.01603130	-0.00017307
10.56	0.04	0.01290928	0.00047274
10.60	0.04	0.01441958	-0.00055768
10.64	0.04	0.01307432	0.00043112
10.68	0.04	0.01309765	0.00032032
10.72	0.04	0.01255016	0.00025106
10.76	0.04	0.01281175	0.00007730
10.80	0.04	0.01348560	-0.00093608
10.84	0.04	0.01299320	-0.00056138
10.88	0.04	0.01117286	-0.00033480
10.92	0.04	0.01495168	-0.00033614
10.96	0.04	0.01487110	0.00011153
11.00	0.04	0.01402693	0.00033940
11.04	0.04	0.01563339	0.00085057
11.08	0.04	0.01534994	0.00029840
11.12	0.04	0.01574482	-0.00064457
11.16	0.04	0.01494462	0.00023244
11.20	0.04	0.01348096	0.00031363
11.24	0.04	0.01501005	-0.00036496
11.28	0.04	0.01564597	0.00013398
11.32	0.04	0.01474200	0.00046137
11.36	0.04	0.01400314	0.00017168
11.40	0.04	0.01247373	0.00031480
11.44	0.04	0.01423439	-0.00005529
11.48	0.04	0.01490275	0.00017285
11.52	0.04	0.01246105	-0.00026389
11.56	0.04	0.01981574	0.00036500
11.60	0.04	0.01284401	0.00078494
11.64	0.04	0.01899896	0.00011340
11.68	0.04	0.03062225	-0.00006925
11.72	0.04	0.04538019	0.00029696
11.76	0.04	0.15007668	-0.00043204
11.80	0.04	0.12113012	-0.00024350
11.84	0.04	0.02237111	0.00019932
11.88	0.04	0.04622552	0.00014708
11.92	0.04	0.18576870	0.00000853
11.96	0.04	0.39387625	0.00002674
12.00	0.04	0.18783780	0.00052839
12.04	0.04	0.03251601	-0.00061909
12.08	0.04	0.20542978	-0.00047737
12.12	0.04	0.12147298	-0.00008592
12.16	0.04	0.14467068	0.00020727
12.20	0.04	0.14583055	-0.00018836
12.24	0.04	0.04913787	-0.00003858
12.28	0.04	0.03627880	0.00006613
12.32	0.04	0.12465967	-0.00048328
12.36	0.04	0.12090757	0.00044900
12.40	0.04	0.18352642	0.00015269
12.44	0.04	0.27400847	-0.00028591
12.48	0.04	0.13737060	0.00065154
12.52	0.04	0.08041066	-0.00035284
12.56	0.04	0.03818878	-0.00076149
12.60	0.04	0.06548357	-0.00009411
12.64	0.04	0.22738372	0.00049328
12.68	0.04	0.14682808	0.00038312
12.72	0.04	0.01961705	0.00021749
12.76	0.04	0.04404939	-0.00003738
12.80	0.04	0.10565292	0.00017245
12.84	0.04	0.20175563	-0.00014967
12.88	0.04	0.14462421	-0.00038478
12.92	0.04	0.07421637	-0.00026355
12.96	0.04	0.16869791	-0.00051517
13.00	0.04	0.10357213	-0.00027367
13.04	0.04	0.05561753	0.00043888
13.08	0.04	0.03582786	-0.00046719
13.12	0.04	0.01771210	0.00006569
13.16	0.04	0.02247618	0.00075739
13.20	0.04	0.02424565	0.00150270
13.24	0.04	0.02011256	0.00125698
13.28	0.04	0.02619459	0.00045317
13.32	0.04	0.01835127	0.00071438
13.36	0.04	0.01699029	0.00087806
13.40	0.04	0.01637852	0.00106057
13.44	0.04	0.01716549	0.00035551
13.48	0.04	0.01898649	0.00074692
13.52	0.04	0.10438133	-0.00026700
13.56	0.04	0.11873665	-0.00113860
13.60	0.04	0.03234867	0.00056015
13.64	0.04	0.02126714	0.00081311
13.68	0.04	0.19774334	-0.00000482
13.72	0.04	0.19411171	-0.00038367
13.76	0.04	0.13634429	0.00061552
13.80	0.04	0.06140640	-0.00090513
13.84	0.04	0.08365704	0.00025796
13.88	0.04	0.08041830	0.00009439
13.92	0.04	0.02175365	0.00009569
13.96	0.04	0.26148589	-0.00051091
14.00	0.04	0.31148361	0.00023901
14.04	0.04	0.18210741	-0.00008020
14.08	0.04	0.01507829	0.00039849
14.12	0.04	0.03153524	-0.00033271
14.16	0.04	0.06052518	0.00067902
14.20	0.04	0.03481470	0.00111394
14.24	0.04	0.06602432	0.00031406
14.28	0.04	0.14565363	0.00030087
14.32	0.04	0.17388470	-0.00064085
14.36	0.04	0.16810344	0.00028703
14.40	0.04	0.04743182	0.00035230
14.44	0.04	0.03690509	0.00044540
14.48	0.04	0.04982577	0.00083133
14.52	0.04	0.11314222	0.00039659
14.56	0.04	0.19899325	-0.00029758
14.60	0.04	0.12601095	0.00001153
14.64	0.04	0.06480251	-0.00050950
14.68	0.04	0.04446533	0.00015327
14.72	0.04	0.14319512	0.00034698
14.76	0.04	0.11569992	-0.00109512
14.80	0.04	0.03891477	-0.00056044
14.84	0.04	0.02471961	0.00072742
14.88	0.04	0.07971224	-0.00016015
14.92	0.04	0.15716963	-0.00029561
14.96	0.04	0.19387528	-0.00023111
15.00	0.04	0.09518853	0.00029563
15.04	0.04	0.02394015	0.00091413
15.08	0.04	0.13131660	0.00009703
15.12	0.04	0.16220166	0.00028424
15.16	0.04	0.15542587	0.00013826
15.20	0.04	0.10142392	-0.00013627
15.24	0.04	0.17602396	-0.00014454
15.28	0.04	0.17690201	0.00011054
15.32	0.04	0.16773743	0.00037320
15.36	0.04	0.12807377	-0.00087877
15.40	0.04	0.15513154	-0.00044270
15.44	0.04	0.13860066	0.00053887
15.48	0.04	0.13630436	0.00037842
15.52	0.04	0.16013447	-0.00015202
15.56	0.04	0.13068592	0.00020736
15.60	0.04	0.12351460	0.00011844
15.64	0.04	0.14172810	0.00014162
15.68	0.04	0.04366112	0.00036865
15.72	0.04	0.02720290	0.00051185
15.76	0.04	0.04950712	-0.00005943
15.80	0.04	0.19602479	-0.00008728
15.84	0.04	0.21587404	0.00016678
15.88	0.04	0.16926585	0.00031282
15.92	0.04	0.09679880	0.00022355
15.96	0.04	0.03761131	-0.00016171
16.00	0.04	0.11344138	-0.00040486
16.04	0.04	0.13328444	0.00067144
16.08	0.04	0.02304690	0.00011261
16.12	0.04	0.02852639	0.00004177
16.16	0.04	0.03377927	0.00034915
16.20	0.04	0.13243247	-0.00008366
16.24	0.04	0.06976038	0.00014366
16.28	0.04	0.05242744	0.00012441
16.32	0.04	0.02870604	0.00136033
16.36	0.04	0.02143454	0.00106735
16.40	0.04	0.04863699	0.00063145
16.44	0.04	0.05286183	0.00119780
16.48	0.04	0.02762990	0.00069140
16.52	0.04	0.09169330	0.00017798
16.56	0.04	0.15492772	-0.00025410
16.60	0.04	0.10158290	0.00053762
16.64	0.04	0.27002521	0.00001518
16.68	0.04	0.26896786	-0.00027132
16.72	0.04	0.30572069	-0.00016867
16.76	0.04	0.25224296	-0.00022016
16.80	0.04	0.23277393	-0.00022098
16.84	0.04	0.37227536	-0.00002216
16.88	0.04	0.24787316	-0.00009034
16.92	0.04	0.20984824	-0.00010072
16.96	0.04	0.08404394	-0.00089453
17.00	0.04	0.04415487	-0.00040762
17.04	0.04	0.05489628	0.00090220
17.08	0.04	0.05505910	-0.00152351
17.12	0.04	0.04341446	-0.00283031
17.16	0.04	0.12175888	0.00113645
17.20	0.04	0.09957122	-0.00073218
17.24	0.04	0.08875425	-0.00118930
17.28	0.04	0.18705983	-0.00002218
17.32	0.04	0.12843601	0.00216544
17.36	0.04	0.03255675	-0.00303714
17.40	0.04	0.04956224	-0.00143073
17.44	0.04	0.12373975	0.00038018
17.48	0.04	0.19730050	0.00052923
17.52	0.04	0.18712120	-0.00047048
17.56	0.04	0.16168681	-0.00002208
17.60	0.04	0.18104449	-0.00057275
17.64	0.04	0.23455239	-0.00113239
17.68	0.04	0.13598630	-0.00157900
17.72	0.04	0.14344330	0.00172431
17.76	0.04	0.20460447	0.00155347
17.80	0.04	0.13688452	-0.00227002
17.84	0.04	0.05810064	-0.00248534
17.88	0.04	0.23990418	0.00029354
17.92	0.04	0.15993881	-0.00153987
17.96	0.04	0.09204424	-0.00606547
18.00	0.04	0.17265538	-0.00081484
18.04	0.04	0.21957992	-0.00001654
18.08	0.04	0.12035149	-0.00215556
18.12	0.04	0.06071364	-0.00077322
18.16	0.04	0.07776553	-0.00096179
18.20	0.04	0.18093598	0.00055974
18.24	0.04	0.10661751	0.00046723
18.28	0.04	0.06675942	-0.00107602
18.32	0.04	0.13757472	0.00650835
18.36	0.04	0.06219200	0.00181540
18.40	0.04	0.12518963	-0.00079113
18.44	0.04	0.18556437	-0.00069626
18.48	0.04	0.16028318	-0.00161641
18.52	0.04	0.03100717	-0.00270124
18.56	0.04	0.05935361	-0.00145905
18.60	0.04	0.22042033	0.00074083
18.64	0.04	0.20900505	-0.00076638
18.68	0.04	0.19813738	0.00168454
18.72	0.04	0.08902160	-0.00037917
18.76	0.04	0.12112606	0.00036806
18.80	0.04	0.19407841	-0.00088383
18.84	0.04	0.20249964	-0.00002880
18.88	0.04	0.17738202	0.00061813
18.92	0.04	0.05366883	-0.00055192
18.96	0.04	0.02281872	-0.00344553
19.00	0.04	0.05377223	-0.00067334
19.04	0.04	0.12373713	0.00049215
19.08	0.04	0.17727742	-0.00004475
19.12	0.04	0.19179013	0.00052069
19.16	0.04	0.18186463	-0.00020863
19.20	0.04	0.08385872	-0.00253249
19.24	0.04	0.02791211	-0.00381251
19.28	0.04	0.10571233	-0.00094099
19.32	0.04	0.23401377	0.00103479
19.36	0.04	0.14103429	0.00011222
19.40	0.04	0.04178951	-0.00352325
19.44	0.04	0.16897266	-0.00139201
19.48	0.04	0.20991865	0.00069158
19.52	0.04	0.16926300	-0.00026965
19.56	0.04	0.05678439	-0.00173978
19.60	0.04	0.03754389	-0.00033002
19.64	0.04	0.02540941	-0.00018604
19.68	0.04	0.22314085	-0.00016503
19.72	0.04	0.26066787	-0.00030817
19.76	0.04	0.11740571	-0.00168832
19.80	0.04	0.16711488	0.00478528
19.84	0.04	0.19749606	0.00080681
19.88	0.04	0.18265245	-0.00094619
19.92	0.04	0.02757886	-0.00546871
19.96	0.04	0.02034667	-0.00451768
20.00	0.04	0.01612004	-0.00425999
20.04	0.04	0.01500009	-0.00200064
20.08	0.04	0.01444975	-0.00013771
20.12	0.04	0.01711992	0.00002995
20.16	0.04	0.02431739	0.00090342
20.20	0.04	0.02356542	0.00126223
20.24	0.04	0.02255381	-0.00291182
20.28	0.04	0.02566207	-0.00394206
20.32	0.04	0.02827647	-0.00424292
20.36	0.04	0.02577374	-0.00372280
20.40	0.04	0.23017570	-0.00006927
20.44	0.04	0.28142559	-0.00016826
20.48	0.04	0.23712750	-0.00004127
20.52	0.04	0.08615356	-0.00209764
20.56	0.04	0.03764481	-0.00356549
20.60	0.04	0.02622691	-0.00292737
20.64	0.04	0.07741062	-0.00010676
20.68	0.04	0.09774012	0.00033708
20.72	0.04	0.12494774	0.00068166
20.76	0.04	0.12765618	0.00171305
20.80	0.04	0.04465196	-0.00343628
20.84	0.04	0.16176825	-0.00163415
20.88	0.04	0.22912307	0.00090269
20.92	0.04	0.14347141	-0.00068482
20.96	0.04	0.03088114	-0.00336925
21.00	0.04	0.04002355	-0.00222586
21.04	0.04	0.12648709	0.00063380
21.08	0.04	0.31279731	0.00081971
21.12	0.04	0.12999620	-0.00071816
21.16	0.04	0.05488827	-0.00115022
21.20	0.04	0.03506270	0.00146382
21.24	0.04	0.05479526	0.00031624
21.28	0.04	0.13831039	0.00041595
21.32	0.04	0.22951916	0.00052087
21.36	0.04	0.14114676	0.00104920
21.40	0.04	0.04021144	-0.00407635
21.44	0.04	0.04092368	-0.00141326
21.48	0.04	0.11429798	-0.00123137
21.52	0.04	0.32254750	-0.00033310
21.56	0.04	0.25972443	-0.00116502
21.60	0.04	0.15349147	0.00042238
21.64	0.04	0.07004388	-0.00245875
21.68	0.04	0.03387623	-0.00287272
21.72	0.04	0.02054659	-0.00208119
21.76	0.04	0.01290883	-0.00319776
21.80	0.04	0.01047186	-0.00158845
21.84	0.04	0.01064302	-0.00128390
21.88	0.04	0.02261937	0.00076552
21.92	0.04	0.02043767	0.00182396
21.96	0.04	0.01950076	-0.00008900
22.00	0.04	0.01438658	0.00045321
22.04	0.04	0.01484263	-0.00134191
22.08	0.04	0.01575686	-0.00052095
22.12	0.04	0.01612809	-0.00072215
22.16	0.04	0.01889854	-0.00094586
22.20	0.04	0.02616233	-0.00162675
22.24	0.04	0.02754734	0.00000451
22.28	0.04	0.03385677	-0.00201505
22.32	0.04	0.06490773	-0.00031255
22.36	0.04	0.10396502	-0.00100169
22.40	0.04	0.21056404	0.00037802
22.44	0.04	0.21596921	-0.00219963
22.48	0.04	0.20785356	0.00070970
22.52	0.04	0.20219339	0.00026356
22.56	0.04	0.15337589	-0.00076340
22.60	0.04	0.04968076	-0.00254289
22.64	0.04	0.02836568	-0.00227066
22.68	0.04	0.04856264	-0.00442372
22.72	0.04	0.10305424	-0.00151740
22.76	0.04	0.09377407	-0.00249191
22.80	0.04	0.12551719	-0.00285457
22.84	0.04	0.03599399	-0.00530217
22.88	0.04	0.02851555	-0.00823522
22.92	0.04	0.02479812	-0.00604198
22.96	0.04	0.04631162	-0.00420270
23.00	0.04	0.04759366	-0.00232572
23.04	0.04	0.04414567	-0.00287958
23.08	0.04	0.05342024	-0.00224840
23.12	0.04	0.06253288	-0.00156075
23.16	0.04	0.07385600	-0.00110625
23.20	0.04	0.04313273	-0.00256095
23.24	0.04	0.02766922	-0.00207247
23.28	0.04	0.05183362	-0.00195399
23.32	0.04	0.04057097	-0.00165783
23.36	0.04	0.03991625	-0.00556869
23.40	0.04	0.03815076	-0.00224053
23.44	0.04	0.04811693	-0.00156019
23.48	0.04	0.07439320	-0.00123504
23.52	0.04	0.09092842	-0.00115924
23.56	0.04	0.10833451	-0.00033878
23.60	0.04	0.17699320	-0.00146047
23.64	0.04	0.04349164	-0.00036982
23.68	0.04	0.02648028	0.00022493
23.72	0.04	0.02205647	-0.00183735
23.76	0.04	0.03150334	-0.00063430
23.80	0.04	0.06024776	0.00023347
23.84	0.04	0.06221148	0.00061693
23.88	0.04	0.07049818	0.00015895
23.92	0.04	0.05244272	0.00042553
23.96	0.04	0.11841861	-0.00037928
24.00	0.04	0.10544624	-0.00016940
24.04	0.04	0.07152267	0.00024813
24.08	0.04	0.04453463	-0.00096494
24.12	0.04	0.05597485	0.00106067
24.16	0.04	0.08764365	-0.00024330
24.20	0.04	0.06942650	0.00075350
24.24	0.04	0.06686414	-0.00047592
24.28	0.04	0.05598637	0.00132516
24.32	0.04	0.15044182	0.00107622
24.36	0.04	0.21808173	-0.00061622
24.40	0.04	0.03992583	0.00021714
24.44	0.04	0.05267324	-0.00047972
24.48	0.04	0.06545587	0.00102471
24.52	0.04	0.04527939	-0.00020065
24.56	0.04	0.05864915	0.00177991
24.60	0.04	0.06839729	0.00105117
24.64	0.04	0.12567423	0.00059316
24.68	0.04	0.11331242	-0.00019065
24.72	0.04	0.07937186	-0.00088356
24.76	0.04	0.05048516	-0.00031971
24.80	0.04	0.05787802	0.00009634
24.84	0.04	0.04384654	-0.00114971
24.88	0.04	0.08266583	-0.00047315
24.92	0.04	0.15949876	0.00042929
24.96	0.04	0.12406677	0.00036689
25.00	0.04	0.05013365	-0.00039808
25.04	0.04	0.02852566	-0.00027748
25.08	0.04	0.14134438	0.00051700
25.12	0.04	0.14635179	-0.00069255
25.16	0.04	0.11485909	-0.00004597
25.20	0.04	0.08249413	-0.00159337
25.24	0.04	0.17311369	0.00007320
25.28	0.04	0.13133352	0.00103743
25.32	0.04	0.04015078	0.00253495
25.36	0.04	0.06925075	-0.00008788
25.40	0.04	0.06821539	0.00061625
25.44	0.04	0.02658552	0.00152490
25.48	0.04	0.11590643	0.00061302
25.52	0.04	0.14186227	0.00103059
25.56	0.04	0.06249826	0.00067308
25.60	0.04	0.10824054	0.00075188
25.64	0.04	0.13350568	-0.00078816
25.68	0.04	0.07216448	-0.00019837
25.72	0.04	0.04814284	-0.00026549
25.76	0.04	0.10979472	0.00151435
25.80	0.04	0.08689278	-0.00013336
25.84	0.04	0.09964444	0.00070810
25.88	0.04	0.10994526	-0.00025335
25.92	0.04	0.05532859	-0.00010355
25.96	0.04	0.19539406	0.00018074
26.00	0.04	0.23857523	0.00060605
26.04	0.04	0.25045189	-0.00062023
26.08	0.04	0.24779251	-0.00168672
26.12	0.04	0.12579270	0.00284603
26.16	0.04	0.03983883	-0.00144671
26.20	0.04	0.03191064	-0.00071647
26.24	0.04	0.09336142	-0.00012474
26.28	0.04	0.11571722	-0.00034287
26.32	0.04	0.07731953	0.00034083
26.36	0.04	0.07128263	0.00027171
26.40	0.04	0.14881740	-0.00006601
26.44	0.04	0.20933414	0.00135116
26.48	0.04	0.16493047	0.00009819
26.52	0.04	0.12568654	-0.00151250
26.56	0.04	0.15769096	-0.00166030
26.60	0.04	0.11216704	0.00028560
26.64	0.04	0.08119832	0.00064386
26.68	0.04	0.19284528	-0.00100188
26.72	0.04	0.19385035	0.00006064
26.76	0.04	0.14231402	-0.00117909
26.80	0.04	0.06970569	-0.00105169
26.84	0.04	0.05444566	0.00003245
26.88	0.04	0.13723903	0.00047798
26.92	0.04	0.22272762	-0.00001131
26.96	0.04	0.14650988	-0.00041660
27.00	0.04	0.09563865	0.00036695
27.04	0.04	0.09359967	-0.00043174
27.08	0.04	0.04256780	0.00039455
27.12	0.04	0.06258133	-0.00001679
27.16	0.04	0.04995622	0.00007323
27.20	0.04	0.03802587	-0.00025984
