onset	duration	text	kommentar	loc_besch	loc_erw	w_class	function	grammar
1.52	0.2	rennt				VVFIN		
1.72	0.2	mit				APPR		
1.92	0.2	seinem				PPOSAT		
2.12	0.2	Schläger		object		NN		
2.32	0.3	zum				APPRART		
2.62	0.4	Ausgang		roomgeo		NN		
3.42	4.3	Misses				NE		
7.72	0.4	Gump		fname		NN		
8.12	0.3	kommt				VVFIN		
8.42	1.1	auf				APPR		
9.52	0.3	ihre				PPOSAT		
9.82	0.4	Veranda		setting_rec;geo		NN		
10.22	1.0	glücklich				ADJD		
11.22	0.4	lächelnd				ADJD		
11.62	0.3	bleibt				VVFIN		
11.92	0.1	sie		female		PPER		
12.02	0.1	auf				APPR		
12.12	0.2	dem				ART		
12.32	0.3	Treppenabsatz		roomgeo		NN		
12.62	0.7	stehen				VVINF		
13.32	0.2	und				KON		
13.52	0.1	sieht				VVFIN		
13.62	0.2	ihrem				PPOSAT		
13.82	0.2	Sohn		male		NN		
14.02	0.5	entgegen				PTKVZ		
14.52	0.4	ihr				PPOSAT		
14.92	0.2	Haar		head		NN		
15.12	0.2	ist				VAFIN		
15.32	0.3	leicht				ADJD		
15.62	0.3	ergraut			face	VVPP		
15.92	2.5	Forrest		fname		NN		
18.42	0.2	kommt				VVFIN		
18.62	0.2	über				APPR		
18.82	0.1	den				ART		
18.92	0.3	Rasen		roomgeo		NN		
19.22	0.1	auf				APPR		
19.32	0.2	sie				PPER		
19.52	0.1	zu				PTKVZ		
19.62	0.4	er				PPER		
20.02	0.2	trägt				VVFIN		
20.22	0.2	seine				PPOSAT		
20.42	0.2	graue				ADJA		
20.62	0.3	Uniform		body		NN		
20.92	0.3	mit				APPR		
21.22	0.3	Schiffchen		head		NN		
21.52	0.2	auf				APPR		
21.72	0.0	dem				ART		
21.72	0.3	Kopf		head		NN		
63.42	19.2	bei				APPR		
82.62	0.3	ihr				PPER		
82.92	0.2	stehen				VVFIN		
83.12	0.2	fünf				CARD		
83.32	0.3	Kinder		persons		NN		
83.62	16.1	Er#zieht		#	#	#		
99.72	0.2	einen				ART		
99.92	0.3	Zettel		object		NN		
100.22	0.2	raus				PTKVZ		
100.42	17.0	am				APPRART		
117.42	0.4	Hafen		setting_new		NN		
118.12	0.2	ein				ART		
118.32	1.3	Schwarzer		male		NN		
119.62	0.1	mit				APPR		
119.72	0.1	dem				ART		
119.82	0.3	Geld		object		NN		
123.32	15.7	wieder				ADV		
139.02	0.1	am				APPRART		
139.12	0.3	Grab		setting_rec;object		NN		
139.42	11.1	in				APPR		
150.52	0.6	strahlendem				ADJA		
151.12	0.2	Sonnenschein				NN		
151.32	0.6	fährt				VVFIN		
151.92	0.1	der				ART		
152.02	0.4	rostige				ADJA		
152.42	0.3	Kutter		object		NN		
152.72	0.3	übers				APPRART		
153.02	0.2	Meer		setting_new		NN		
153.22	0.6	auf				APPR		
153.82	0.2	dem				ART		
154.02	0.4	Achterdeck			locale	NN		
154.42	0.3	steht				VVFIN		
154.72	0.5	Forrest		mname		NN		
155.22	0.1	am				APPRART		
155.32	0.2	Steuer		object		NN		
156.12	1.1	hinter				APPR		
157.22	0.1	dem				ART		
157.32	0.4	Ruderhaus			locale	NN		
157.72	0.4	hängen				VVFIN		
158.12	0.3	Netze		object		NN		
158.42	0.2	an				APPR		
158.62	0.5	senkrecht				ADJD		
159.12	0.4	gestellten				ADJA		
159.52	0.5	Auslegern		object		NN		
162.02	0.6	später		time		ADJD		
162.62	0.6	Forrest		mname		NN		
163.22	0.3	öffnet				VVFIN		
163.52	0.1	ein				ART		
163.62	0.3	Netz		object		NN		
163.92	0.0	und				KON		
163.92	0.3	lässt				VVFIN		
164.22	0.1	den				ART		
164.32	0.2	Fang		###object###		NN		
164.52	0.2	aufs				APPRART		
164.72	0.1	Deck		roomgeo		NN		
164.82	0.5	fallen				VVINF		
165.32	2.1	Müll		###object###		NN		
167.42	0.7	Muscheln		object		NN		
168.12	0.5	und				KON		
168.62	0.2	ein				ART		
168.82	0.5	Schrimp		object		NE		
169.32	10.3	im				APPRART		
179.62	0.3	Hafen		locale_recur		NN		
179.92	0.2	zum				APPRART		
180.12	0.5	Schwarzen		male		NN		
180.62	24.3	auf				APPR		
204.92	0.2	ein				ART		
205.12	0.2	Schild		object		NN		
205.32	0.2	an				APPR		
205.52	0.1	der				ART		
205.62	0.4	Bordwand		setting_new;roomgeo		NE		
206.02	0.4	malt				VVFIN		
206.42	0.1	Forrest		mname		NN		
206.52	0.1	den				ART		
206.62	0.4	Namen				NN		
207.02	0.6	Jenny		fname		NE		
207.62	4.7	in				APPR		
212.32	0.2	einer				ART		
212.52	0.2	vollen				ADJA		
212.72	0.4	Disco		setting_new		NN		
213.12	0.2	sitzt				VVFIN		
213.32	0.4	Jenny		fname		NE		
213.72	0.2	mit				APPR		
213.92	0.4	anderen		persons		ADJA		
214.32	0.1	an				APPR		
214.42	0.1	einem				ART		
214.52	0.3	Tisch		furniture		NN		
214.82	0.2	ein				ART		
215.02	5.2	Schwarzer		male		NN		
220.22	0.3	gibt				VVFIN		
220.52	0.1	ihr				PPER		
220.62	0.2	einen				ART		
220.82	0.4	aufgeräumten				ADJA		
221.22	0.6	Geldschein		object		NN		
221.92	0.5	damit				PROAV		
222.42	0.2	zieht				VVFIN		
222.62	0.2	sie				PPER		
222.82	0.0	sich				PRF		
222.82	0.3	eine				ART		
223.12	0.3	Linie				NN		
223.42	0.4	Kokain		object		NN		
223.82	0.1	in				APPR		
223.92	0.2	ihre				PPOSAT		
224.12	0.3	Nase		face		NN		
224.42	0.0	in				APPR		
224.42	12.0	einem				ART		
236.42	0.5	schummrigen				ADJA		
236.92	0.3	Zimmer		setting_new		NN		
237.22	0.1	lässt				ADJD		
237.32	0.2	ein				ART		
237.52	0.2	Mann		male		NN		
237.72	0.4	eine				ART		
238.12	0.4	Spritze		object		NN		
238.52	0.0	auf				APPR		
238.52	0.3	einem				ART		
238.82	0.2	Tisch		furniture		NN		
239.02	0.3	fallen				VVFIN		
239.32	0.2	auf				APPR		
239.52	0.1	dem				ART		
239.62	0.3	Geld		object		NN		
239.92	0.5	Kokain		object		NN		
240.42	0.3	und				KON		
240.72	0.4	Tabletten		object		NN		
241.12	0.1	liegen				VVINF		
241.22	0.8	über				APPR		
242.02	0.2	einem				ART		
242.22	0.2	Arm		bodypart		NN		
242.42	0.1	des				ART		
242.52	0.1	Mannes		male		NN		
242.62	0.4	hängt				VVFIN		
243.02	0.2	lose				ADV		
243.22	0.2	ein				ART		
243.42	0.5	Gummischlauch		object		NN		
243.92	0.8	benommen				VVFIN		
244.72	0.5	berührt				VVFIN		
245.22	0.1	der				ART		
245.32	0.2	Mann		male		NN		
245.52	0.4	Jennys		fname		NE		
245.92	0.3	Rücken		body		NN		
246.22	0.3	und				KON		
246.52	0.2	lässt				VVFIN		
246.72	0.1	sich				PRF		
246.82	0.3	aufs				APPRART		
247.12	0.0	Bett		furniture		NN		
247.12	0.4	sinken				VVINF		
249.52	0.4	sie				PPER		
249.92	0.3	sitzt				VVFIN		
250.22	0.1	von				APPR		
250.32	0.1	ihm				PPER		
250.42	0.5	abgewandt				ADJD		
250.92	0.2	auf				APPR		
251.12	0.1	der				ART		
251.22	0.2	Bettkante		furniture		NN		
251.42	0.4	und				KON		
251.82	0.3	starrt				VVFIN		
252.12	0.9	teilnahmslos				ADJD		
253.02	0.2	vor				APPR		
253.22	0.1	sich				PRF		
253.32	0.1	hin				ADV		
253.42	0.5	ihr				PPOSAT		
253.92	0.4	Gesicht		face		NN		
254.32	0.1	ist				VAFIN		
254.42	0.2	blass				ADJD		
257.32	0.4	auf				APPR		
257.72	0.3	einen				ART		
258.02	0.5	Schminktisch		furniture		NN		
258.52	0.6	verwischt				VVFIN		
259.12	0.3	Jenny		fname		NE		
259.42	0.9	Kokainlinien		object		NE		
260.32	0.0	auf				APPR		
260.32	0.3	einem				ART		
260.62	0.3	Spiegel		object		NN		
260.92	0.6	in				APPR		
261.52	0.1	einem				ART		
261.62	0.5	großen				ADJA		
262.12	0.2	Wandspiegel		roomgeo		NN		
262.32	0.8	betrachtet				VVFIN		
263.12	0.2	sie				PPER		
263.32	0.1	ihr				PPOSAT		
263.42	0.3	müdes				ADJA		
263.72	0.2	Gesicht		face		NN		
263.92	0.7	sie				PPER		
264.62	0.2	hat				VAFIN		
264.82	0.3	Ringe				NN		
265.12	0.0	unter				APPR		
265.12	0.3	den				ART		
265.42	0.1	Augen		face		NN		
265.52	0.9	Jenny		fname		NE		
266.42	0.2	geht				VVFIN		
266.62	0.1	auf				APPR		
266.72	0.2	den				ART		
266.92	0.3	Balkon		locale		NN		
270.52	0.4	in				APPR		
270.92	0.2	ihren				PPOSAT		
271.12	0.7	hochhackigen				ADJA		
271.82	0.0	Sandalen		object		NN		
271.82	0.8	steigt				VVFIN		
272.62	0.1	sie				PPER		
272.72	0.2	über				APPR		
272.92	0.2	einen				ART		
273.12	0.2	Tisch		furniture		NN		
273.32	0.2	auf				APPR		
273.52	0.2	die				ART		
273.72	0.4	Brüstung		roomgeo		NN		
274.12	0.3	und				KON		
274.42	0.4	richtet				VVFIN		
274.82	0.1	sich				PRF		
274.92	0.6	vorsichtig				ADJD		
275.52	0.1	auf				PTKVZ		
275.62	1.0	tief				ADJD		
276.62	0.4	unten				ADV		
277.02	0.4	fließt				VVFIN		
277.42	0.3	der				ART		
277.72	0.4	nächtliche				ADJA		
278.12	0.4	Verkehr				NN		
281.32	0.6	sie				PPER		
281.92	0.3	hält				VVFIN		
282.22	0.0	sich				PRF		
282.22	0.2	mit				APPR		
282.42	0.1	den				ART		
282.52	0.3	Armen		bodypart		NN		
282.82	0.2	am				APPRART		
283.02	0.3	Balkon		roomgeo		NN		
283.32	0.3	darüber				PROAV		
283.62	0.6	fest				PTKVZ		
284.22	0.2	und				KON		
284.42	0.4	blickt			face	VVFIN		
284.82	0.1	mit				APPR		
284.92	0.4	ruhigem				ADJA		
285.32	0.4	Gesicht		face		NN		
285.72	0.1	zur				APPRART		
285.82	0.4	Straße		geo		NN		
286.22	0.4	hinunter				ADJD		
286.62	0.8	der				ART		
287.42	0.2	Wind				NN		
287.62	0.2	weht				VVFIN		
287.82	0.3	durch				APPR		
288.12	0.1	ihr				PPOSAT		
288.22	0.2	Haar		face		NN		
292.32	2.7	ein				ART		
295.02	0.3	Fuß		bodypart		NN		
295.32	0.3	rutscht				VVFIN		
295.62	0.2	ab				PTKVZ		
295.82	0.9	krampfhaft				ADJD		
296.72	0.2	hält				VVFIN		
296.92	0.2	sich				PRF		
297.12	0.2	Jenny		fname		NE		
297.32	0.4	fest				ADJD		
297.72	0.4	atmet				VVFIN		
298.12	0.3	schwer				ADJD		
298.42	0.2	und				KON		
298.62	0.4	starrt				VVFIN		
299.02	0.3	ängstlich				ADJD		
299.32	0.3	in				APPR		
299.62	0.1	die				ART		
299.72	0.3	Tiefe		###geo###		NN		
300.02	1.1	sie				PPER		
301.12	0.1	geht				VVFIN		
301.22	0.1	in				APPR		
301.32	0.1	die				ART		
301.42	0.3	Hocke				NN		
301.72	0.0	und				KON		
