onset	duration	text	kommentar	loc_besch	loc_erw	w_class	function	grammar
0.061	1.3	eine				ART		
1.361	0.7	Computeranimation		setting_new		NN		
2.061	1.1	auf				APPR		
3.161	0.3	einen				ART		
3.461	0.2	schroffen				ADJA		
3.661	0.5	Berg		geo		NN		
4.161	0.2	mit				APPR		
4.361	0.6	schneebedeckter				ADJA		
4.961	0.4	Flanke		geo		NN		
5.361	0.5	fliegt				VVFIN		
5.861	0.2	eine				ART		
6.061	0.2	Reihe				NN		
6.261	0.4	Sterne		object		NE		
6.661	0.2	zu				PTKVZ		
6.861	0.6	sie				PPER		
7.461	0.2	bilden				VVFIN		
7.661	0.2	einen				ART		
7.861	0.2	Kranz		object		NN		
8.061	0.3	um				APPR		
8.361	0.0	den				ART		
8.361	0.3	Gipfel		geo		NN		
8.661	1.3	Paramount				NE		
15.661	0.6	vor				APPR		
16.261	0.6	bewölktem				ADJA		
16.861	0.0	Himmel		setting_new		NN		
16.861	0.8	schwebt				VVFIN		
17.661	0.2	eine				ART		
17.861	0.6	grau-weiße				ADJA		
18.461	0.4	Feder		object		NN		
18.861	0.2	durch				APPR		
19.061	0.1	die				ART		
19.161	0.2	Luft				NN		
21.061	1.9	in				APPR		
22.961	0.2	einer				ART		
23.161	0.2	Stadt		setting_new		NN		
23.361	0.7	segelt				VVFIN		
24.061	0.1	sie				PPER		
24.161	0.2	über				APPR		
24.361	0.1	die				ART		
24.461	0.6	Baumkronen		geo		NN		
25.061	0.2	eines				ART		
25.261	0.4	Parks		geo		NN		
31.561	0.4	ein				ART		
31.961	0.4	Robert				NE		
32.361	0.5	Zemeckis			mname	NE		
32.861	0.3	Film			object	NN		
33.961	0.5	Tom				NE		
34.461	0.3	Hanks			mname	NE		
34.761	0.9	als				APPR		
35.661	0.6	Forrest				NN		
36.261	0.4	Gump			mname	NN		
40.461	0.4	die				ART		
40.861	0.3	Feder		object		NN		
41.161	0.2	fliegt				VVFIN		
41.361	0.2	ein				ART		
41.561	0.2	paar				PIAT		
41.761	0.3	Meter				NN		
42.061	0.3	über				APPR		
42.361	0.1	den				ART		
42.461	0.2	Wipfeln		geo		NN		
42.661	1.4	Robin				NE		
44.061	0.1	Wright			fname	NE		
44.161	0.3	als				APPR		
44.461	0.4	Jenny			fname	NE		
44.861	0.9	Gary#Sinise		#	#	#		
45.761	0.4	als				APPR		
46.161	0.2	Lieutenant				NN		
46.361	0.4	Dan			mname	NE		
46.761	0.8	Kelly				NE		
47.561	0.6	Williamson			mname	NE		
48.161	0.3	als				APPR		
48.461	0.3	Bubba			mname	NE		
48.761	0.6	und				KON		
49.361	0.3	Sally				NE		
49.661	0.3	Field			fname	NE		
49.961	0.1	als				APPR		
50.061	0.4	Misses				NE		
50.461	0.2	Gump			fname	NN		
50.661	1.0	Musik				NN		
51.661	0.4	Alan				NE		
52.061	0.3	Silvestri			mname	NE		
52.361	1.2	Buch			object	NE		
53.561	0.4	Eric				NE		
53.961	0.2	Ross			mname	NE		
54.161	0.9	nach				APPR		
55.061	0.2	dem				ART		
55.261	0.3	gleichnamigen				ADJA		
55.561	0.4	Roman			object	NN		
55.961	0.4	von				APPR		
56.361	0.4	Winston				NE		
56.761	0.3	Groom			mname	NN		
57.061	1.7	Regie				NN		
58.761	0.4	Robert				NE		
59.161	0.5	Zemeckis			mname	NE		
68.561	0.3	in				APPR		
68.861	0.1	der				ART		
68.961	0.2	Nähe				NN		
69.161	0.3	eines				ART		
69.461	0.6	Kirchturms		geo		NN		
70.061	0.4	sinkt				VVFIN		
70.461	0.1	die				ART		
70.561	0.4	Feder		object		NN		
70.961	0.2	vor				APPR		
71.161	0.1	einem				ART		
71.261	0.2	weißen				ADJA		
71.461	0.6	Gebäude		geo		NN		
72.061	0.4	langsam				ADJD		
72.461	0.4	tiefer				ADJD		
76.361	1.2	die				ART		
77.561	0.5	Hörfilmfassung				NN		
78.061	0.6	wurde				VAFIN		
78.661	0.1	produziert				VVPP		
78.761	0.6	vom				APPRART		
79.361	0.4	Bayerischen				ADJA		
79.761	0.4	Rundfunk				NN		
80.161	0.2	im				APPRART		
80.361	0.4	Auftrag				NN		
80.761	0.2	des				ART		
80.961	0.4	Schweizer				ADJA		
81.361	0.2	Fernsehens				NN		
81.561	1.0	Text				NN		
82.561	0.4	Kopp				NE		
82.961	0.6	Michalski			mname	NE		
83.561	0.3	und				KON		
83.861	0.4	Weckmann			mname	NE		
84.261	0.7	Hörfilm				NN		
84.961	0.1	ev				APPR		
85.061	1.3	Redaktion				NN		
86.361	0.4	Elmar				NE		
86.761	0.2	Dosch			mname	NE		
86.961	0.3	und				KON		
87.261	0.3	Bernd				NE		
87.561	0.3	Benecke			mname	NE		
87.861	1.1	Tonmischung				NN		
88.961	0.5	Herbert				NE		
89.461	0.2	Glaser			mname	NE		
89.661	0.9	Sprecher				NN		
90.561	0.3	Thomas				NE		
90.861	0.6	Meinhardt			mname	NE		
92.761	0.4	die				ART		
93.161	0.3	Feder		object		NN		
