onset	duration	text	kommentar	loc_besch	loc_erw	w_class	function	grammar
501.8	0.2	fährt				VVFIN		
502.0	0.2	rückwärts				ADV		
502.2	3.5	abends		++		ADV		
505.7	0.3	er				PPER		
506.0	0.2	schiebt				VVFIN		
506.2	0.3	Dan		mname		NE		
509.1	6.2	Dan		mname		NE		
515.3	0.3	hebt				VVFIN		
515.6	0.2	eine				ART		
515.8	0.3	Schnapsflasche		object		NN		
516.1	0.4	in				APPR		
516.5	0.2	einer				ART		
516.7	0.2	Tüte		object		NN		
516.9	0.3	zum				APPRART		
517.2	0.3	Mund		face		NN		
517.5	2.5	im				APPRART		
520.0	0.5	Rotlichtviertel		###		NN		
520.5	0.5	schiebt				VVFIN		
521.0	0.1	er				PPER		
521.1	0.1	Dan		mname		NE		
521.2	0.3	durch				APPR		
521.5	0.1	einen				ART		
521.6	0.5	Verkehrsstau		setting_new		NN		
522.1	7.6	ein				ART		
529.7	0.4	Taxi		object		NN		
530.1	0.5	bremst#dicht		#	#	#		
530.6	0.3	vor#ihnen		#	#	#		
530.9	12.1	im				APPRART		
543.0	0.6	Fernsehen		setting_new		NN		
543.6	0.6	mitsingende				ADJA		
544.2	0.5	Soldaten		males		NN		
544.7	0.2	in				APPR		
544.9	0.4	Vietnam				NE		
545.3	4.6	die				ART		
549.9	0.3	beiden		males		PIS		
550.2	0.3	schauen				VVFIN		
550.5	0.1	die				ART		
550.6	0.6	Übertragung				NN		
551.2	0.1	der				ART		
551.3	0.6	Weihnachtsfeier				NN		
551.9	0.1	mit				APPR		
552.0	0.3	Bob				NE		
552.3	4.7	tausende				VVFIN		
557.0	0.1	die				ART		
557.1	0.2	Gis		persons		NN		
557.3	0.3	stehen				VVFIN		
557.6	0.2	auf				PTKVZ		
569.1	0.6	Dan		mname		NE		
569.7	0.4	wirft				VVFIN		
570.1	0.2	seine				PPOSAT		
570.3	0.6	ausgetrunkene				ADJA		
570.9	0.3	Flasche		object		NN		
571.2	0.1	weg				PTKVZ		
571.3	8.1	er				PPER		
579.4	0.2	sieht				VVFIN		
579.6	0.1	in				APPR		
579.7	0.2	eine				ART		
579.9	0.1	leere				ADJA		
580.0	0.2	Flasche		object		NN		
580.2	16.1	er#öffnet		#	#	#		
596.3	0.2	einen				ART		
596.5	0.3	leeren				ADJA		
596.8	0.4	Flachmann		object		NN		
597.2	26.1	er				PPER		
623.3	0.3	nimmt				VVFIN		
623.6	0.2	eine				ART		
623.8	0.2	leere				ADJA		
624.0	0.1	Flasche		object		NN		
624.1	0.3	aus				APPR		
624.4	0.3	einer				ART		
624.7	0.2	Schublade		furniture		NN		
624.9	1.4	lässt				VVFIN		
626.3	0.1	sie				PPER		
626.4	0.2	wieder				ADV		
626.6	0.4	einfallen				VVINF		
629.0	2.7	Dan		mname		NE		
631.7	0.4	rollt#zu		#	#	#		
632.1	0.5	Forrest		mname		NN		
632.6	0.2	der				ART		
632.8	0.1	auf				APPR		
632.9	0.1	dem				ART		
633.0	0.3	Sofa		furniture		NN		
633.3	0.3	sitzt				VVFIN		
633.6	6.8	in				APPR		
640.4	0.2	einer				ART		
640.6	0.0	Bar		setting_new		NN		
689.0	36.3	Sie#zeigt		#	#	#		
725.3	0.2	zum				APPRART		
725.5	0.3	Fernseher		object		NN		
725.8	12.0	die				PDS		
737.8	0.2	geht				VVFIN		
738.0	0.1	durch				APPR		
738.1	0.1	ein				ART		
738.2	0.6	Apartment		setting_new		NN		
738.8	4.5	auch				ADV		
743.3	0.4	dort				ADV		
743.7	0.2	läuft				VVFIN		
743.9	0.1	die				ART		
744.0	0.5	Übertragung				NN		
744.5	0.2	aus				APPR		
744.7	0.1	New				NE		
744.8	0.3	York				NE		
745.1	0.5	Jenny		female		NE		
745.6	0.6	packt#eilig		#	#	#		
746.2	0.3	Sachen		###		NN		
746.5	0.1	in				APPR		
746.6	0.2	ihre				PPOSAT		
746.8	0.3	Handtasche		object		NN		
749.0	0.1	sie				PPER		
749.1	0.1	zieht				VVFIN		
749.2	0.1	ein				ART		
749.3	0.5	Kleidungsstück		object		NN		
749.8	0.3	unter				APPR		
750.1	0.1	dem				ART		
750.2	0.2	Fuß		bodypart		NN		
750.4	0.3	eines				ART		
750.7	0.3	schlafenden				ADJA		
751.0	0.8	halbnackten				ADJA		
751.8	0.3	Mannes		male		NN		
752.1	0.3	hervor				PTKVZ		
752.4	0.9	in				APPR		
753.3	0.4	einem				ART		
753.7	0.2	Spiegel		object		NN		
753.9	0.4	hinter				APPR		
754.3	0.1	dem				ART		
