start,end
324.0,339.0
1534.0,1540.0
1768.0,1777.0
1857.0,1872.0
1867.0,1872.0
2247.0,2252.0
2373.0,2375.0
2384.0,2388.0
2439.0,2455.0
2468.0,2472.0
2512.0,2517.0
3082.0,3090.0
3247.0,3250.0
3314.0,3320.0
4083.0,4088.0
4413.0,4421.0
4905.0,4917.0
5146.0,5150.0
5248.0,5250.0
