start,end
327.0,334.0
675.0,680.0
1536.0,1540.0
1870.0,1871.0
1910.0,1912.0
2484.0,2488.0
2511.0,2516.0
3232.0,3236.0
4087.0,4089.0
4419.0,4423.0
4465.0,4469.0
4465.0,4469.0
4560.0,4563.0
4601.0,4604.0
4629.0,4658.0
4845.0,4864.0
4908.0,4917.0
4978.0,4982.0
5083.0,5090.0
5090.0,5096.0
5237.0,5242.0
5249.0,5253.0
5256.0,5257.0
5969.0,5973.0
6010.0,6015.0
6039.0,6045.0
